sample_id,split,partition,y,anomaly_type,anomaly_origin,zone,application,mobility,congestion
1022,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
980,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
879,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Youtube,No,No
1103,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Twitch,No,No
17,split_rca_balanced,train,1,Jamming,real,A,File,No,No
927,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
325,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,A,File,No,No
128,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
108,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
283,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,File,No,No
725,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
811,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,B,Twitch,No,No
357,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Twitch,No,No
634,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
258,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
992,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
1220,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
558,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
884,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
102,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
1153,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
251,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
135,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
571,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
885,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Youtube,No,No
1142,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
339,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
767,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Twitch,No,No
925,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
551,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Youtube,No,No
952,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
120,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
427,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Twitch,No,No
256,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
1031,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Twitch,No,No
1161,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
907,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
113,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
790,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,Twitch,No,No
163,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
148,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
33,split_rca_balanced,train,1,Jamming,real,A,File,No,No
34,split_rca_balanced,train,1,Jamming,real,A,File,No,No
616,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,B,File,No,No
1195,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
61,split_rca_balanced,train,1,Jamming,real,A,File,No,No
538,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Youtube,No,No
659,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
335,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
547,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Youtube,No,No
75,split_rca_balanced,train,1,Jamming,real,A,File,No,No
818,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
114,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
481,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
0,split_rca_balanced,train,1,Jamming,real,A,File,No,No
635,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
586,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
57,split_rca_balanced,train,1,Jamming,real,A,File,No,No
286,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,A,File,No,No
463,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
508,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Youtube,No,No
611,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,B,File,No,No
243,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
1168,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,C,Youtube,No,No
1073,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
81,split_rca_balanced,train,1,Jamming,real,A,File,No,No
622,split_rca_balanced,train,1,Antenna Failure,synthetic,B,File,No,No
1120,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
125,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
865,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
794,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
1171,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
964,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,C,File,No,No
66,split_rca_balanced,train,1,Jamming,real,A,File,No,No
528,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
1187,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
917,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
900,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
1200,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
869,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,B,Youtube,No,No
87,split_rca_balanced,train,1,Jamming,real,A,File,No,No
1175,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
943,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
396,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,Twitch,No,No
187,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
1148,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
236,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
769,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,Twitch,No,No
1025,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
859,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
388,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,A,Twitch,No,No
718,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
238,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
262,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
193,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
946,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
1219,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
990,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
1075,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
1137,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
445,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
841,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Youtube,No,No
76,split_rca_balanced,train,1,Jamming,real,A,File,No,No
663,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,File,No,No
1116,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
326,split_rca_balanced,train,1,Antenna Failure,synthetic,A,File,No,No
536,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
1170,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
21,split_rca_balanced,train,1,Jamming,real,A,File,No,No
320,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
1004,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
641,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
523,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
739,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
1198,split_rca_balanced,train,1,Antenna Failure,synthetic,C,Youtube,No,No
434,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,A,Twitch,No,No
687,split_rca_balanced,train,1,Antenna Failure,synthetic,B,File,No,No
1017,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
1205,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
39,split_rca_balanced,train,1,Jamming,real,A,File,No,No
788,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,Twitch,No,No
365,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Twitch,No,No
273,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
1211,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
246,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
368,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Twitch,No,No
1130,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
803,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,B,Twitch,No,No
1218,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
333,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,File,No,No
639,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
1216,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,C,Youtube,No,No
1227,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,C,Youtube,No,No
791,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,B,Twitch,No,No
31,split_rca_balanced,train,1,Jamming,real,A,File,No,No
73,split_rca_balanced,train,1,Jamming,real,A,File,No,No
1213,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
896,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
915,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
103,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
1005,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
881,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,B,Youtube,No,No
180,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
600,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,File,No,No
32,split_rca_balanced,train,1,Jamming,real,A,File,No,No
1054,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
27,split_rca_balanced,train,1,Jamming,real,A,File,No,No
210,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
619,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
504,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Youtube,No,No
453,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
839,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Youtube,No,No
982,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,C,File,No,No
871,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Youtube,No,No
1032,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
594,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
292,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,File,No,No
212,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
908,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
783,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
1178,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
1041,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,C,Twitch,No,No
1057,split_rca_balanced,train,1,Antenna Failure,synthetic,C,Twitch,No,No
1128,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
170,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
85,split_rca_balanced,train,1,Jamming,real,A,File,No,No
1045,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Twitch,No,No
385,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Twitch,No,No
846,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
580,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
190,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
1157,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
307,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,File,No,No
178,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
291,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,A,File,No,No
90,split_rca_balanced,train,1,Jamming,real,A,File,No,No
110,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
975,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
467,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
408,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Twitch,No,No
384,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,A,Twitch,No,No
902,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
973,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
298,split_rca_balanced,train,1,Antenna Failure,synthetic,A,File,No,No
754,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Twitch,No,No
657,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
155,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
1140,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
637,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
5,split_rca_balanced,train,1,Jamming,real,A,File,No,No
561,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
162,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
83,split_rca_balanced,train,1,Jamming,real,A,File,No,No
800,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,B,Twitch,No,No
1167,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
610,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
1107,split_rca_balanced,train,1,Antenna Failure,synthetic,C,Twitch,No,No
518,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
422,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,A,Twitch,No,No
989,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
381,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Twitch,No,No
1127,split_rca_balanced,train,1,Antenna Failure,synthetic,C,Youtube,No,No
1,split_rca_balanced,train,1,Jamming,real,A,File,No,No
44,split_rca_balanced,train,1,Jamming,real,A,File,No,No
1093,split_rca_balanced,train,1,Antenna Failure,synthetic,C,Twitch,No,No
874,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,B,Youtube,No,No
569,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Youtube,No,No
581,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
795,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
394,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Twitch,No,No
257,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
945,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
747,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
926,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
1152,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
599,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
1068,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
285,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
672,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,B,File,No,No
330,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,A,File,No,No
28,split_rca_balanced,train,1,Jamming,real,A,File,No,No
490,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
195,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
142,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
471,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
606,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
179,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
49,split_rca_balanced,train,1,Jamming,real,A,File,No,No
1151,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
1086,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,C,Twitch,No,No
595,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
1088,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
911,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
929,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
575,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
392,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,A,Twitch,No,No
749,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Twitch,No,No
727,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,Twitch,No,No
8,split_rca_balanced,train,1,Jamming,real,A,File,No,No
172,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
94,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
787,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
402,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Twitch,No,No
717,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,File,No,No
287,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
716,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,B,File,No,No
1234,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
494,split_rca_balanced,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Youtube,No,No
466,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
58,split_rca_balanced,train,1,Jamming,real,A,File,No,No
742,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Twitch,No,No
649,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
1126,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
397,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,A,Twitch,No,No
856,split_rca_balanced,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
176,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
789,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,B,Twitch,No,No
798,split_rca_balanced,train,1,Co-Channel Interference (Severe),synthetic,B,Twitch,No,No
334,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
1072,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
638,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,B,File,No,No
227,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
451,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
1064,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
976,split_rca_balanced,train,1,Antenna Failure,synthetic,C,File,No,No
414,split_rca_balanced,train,1,Antenna Failure,synthetic,A,Twitch,No,No
272,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
1156,split_rca_balanced,train,1,Antenna Failure,synthetic,C,Youtube,No,No
88,split_rca_balanced,train,1,Jamming,real,A,File,No,No
710,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,B,File,No,No
232,split_rca_balanced,train,1,Jamming,real,A,Youtube,No,No
750,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
529,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
1225,split_rca_balanced,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
147,split_rca_balanced,train,1,Jamming,real,A,Twitch,No,No
312,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
1066,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
827,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,B,Youtube,No,No
29,split_rca_balanced,train,1,Jamming,real,A,File,No,No
486,split_rca_balanced,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
702,split_rca_balanced,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
1084,split_rca_balanced,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
935,split_rca_balanced,train,1,High Network Congestion (Sudden Spike),synthetic,C,File,No,No
554,split_rca_balanced,train,1,Resource Allocation Bugs,synthetic,A,Youtube,No,No
