sample_id,split,partition,y,anomaly_type,anomaly_origin,zone,application,mobility,congestion
15104,small_natural,train,0,,normal,B,File,No,No
27280,small_natural,train,0,,normal,C,Twitch,No,No
12388,small_natural,train,0,,normal,B,File,No,Yes
723,small_natural,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
6404,small_natural,train,0,,normal,A,Twitch,No,No
29699,small_natural,train,0,,normal,C,Youtube,No,No
28208,small_natural,train,0,,normal,C,Twitch,No,No
5233,small_natural,train,0,,normal,A,File,No,No
1396,small_natural,train,0,,normal,In motion,File,Yes,No
8916,small_natural,train,0,,normal,A,Twitch,No,No
24436,small_natural,train,0,,normal,C,File,No,No
6142,small_natural,train,0,,normal,A,Twitch,No,No
1448,small_natural,train,0,,normal,In motion,File,Yes,No
3215,small_natural,train,0,,normal,A,File,No,No
25973,small_natural,train,0,,normal,C,File,No,No
2742,small_natural,train,0,,normal,A,Twitch,No,Yes
4179,small_natural,train,0,,normal,A,File,No,No
29488,small_natural,train,0,,normal,C,Youtube,No,No
17557,small_natural,train,0,,normal,B,Twitch,No,No
18660,small_natural,train,0,,normal,B,Twitch,No,No
17303,small_natural,train,0,,normal,B,Twitch,No,No
26716,small_natural,train,0,,normal,C,Twitch,No,No
19332,small_natural,train,0,,normal,B,Youtube,No,No
26965,small_natural,train,0,,normal,C,Twitch,No,No
19293,small_natural,train,0,,normal,B,Youtube,No,No
22301,small_natural,train,0,,normal,C,File,No,Yes
14306,small_natural,train,0,,normal,B,File,No,No
17621,small_natural,train,0,,normal,B,Twitch,No,No
18957,small_natural,train,0,,normal,B,Twitch,No,No
21345,small_natural,train,0,,normal,B,Youtube,No,No
7403,small_natural,train,0,,normal,A,Twitch,No,No
22762,small_natural,train,0,,normal,C,Youtube,No,Yes
14323,small_natural,train,0,,normal,B,File,No,No
5415,small_natural,train,0,,normal,A,File,No,No
20384,small_natural,train,0,,normal,B,Youtube,No,No
854,small_natural,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
3757,small_natural,train,0,,normal,A,File,No,No
16365,small_natural,train,0,,normal,B,Twitch,No,No
25118,small_natural,train,0,,normal,C,File,No,No
24401,small_natural,train,0,,normal,C,File,No,No
19614,small_natural,train,0,,normal,B,Youtube,No,No
3077,small_natural,train,0,,normal,A,Youtube,No,Yes
11338,small_natural,train,0,,normal,A,Youtube,No,No
4830,small_natural,train,0,,normal,A,File,No,No
26946,small_natural,train,0,,normal,C,Twitch,No,No
16192,small_natural,train,0,,normal,B,Twitch,No,No
425,small_natural,train,1,High Network Congestion (Sudden Spike),synthetic,A,Twitch,No,No
29819,small_natural,train,0,,normal,C,Youtube,No,No
28892,small_natural,train,0,,normal,C,Twitch,No,No
10842,small_natural,train,0,,normal,A,Youtube,No,No
4422,small_natural,train,0,,normal,A,File,No,No
2548,small_natural,train,0,,normal,A,Twitch,No,Yes
31851,small_natural,train,0,,normal,C,Youtube,No,No
5644,small_natural,train,0,,normal,A,File,No,No
1381,small_natural,train,0,,normal,In motion,File,Yes,No
28209,small_natural,train,0,,normal,C,Twitch,No,No
23602,small_natural,train,0,,normal,C,File,No,No
28839,small_natural,train,0,,normal,C,Twitch,No,No
651,small_natural,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
26348,small_natural,train,0,,normal,C,Twitch,No,No
22940,small_natural,train,0,,normal,C,Youtube,No,Yes
25325,small_natural,train,0,,normal,C,File,No,No
10686,small_natural,train,0,,normal,A,Youtube,No,No
29276,small_natural,train,0,,normal,C,Youtube,No,No
17370,small_natural,train,0,,normal,B,Twitch,No,No
25602,small_natural,train,0,,normal,C,File,No,No
530,small_natural,train,1,Resource Allocation Bugs,synthetic,A,Youtube,No,No
489,small_natural,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
18440,small_natural,train,0,,normal,B,Twitch,No,No
20174,small_natural,train,0,,normal,B,Youtube,No,No
5236,small_natural,train,0,,normal,A,File,No,No
26640,small_natural,train,0,,normal,C,Twitch,No,No
6525,small_natural,train,0,,normal,A,Twitch,No,No
1471,small_natural,train,0,,normal,In motion,File,Yes,No
23138,small_natural,train,0,,normal,C,File,No,No
16977,small_natural,train,0,,normal,B,Twitch,No,No
3687,small_natural,train,0,,normal,A,File,No,No
23507,small_natural,train,0,,normal,C,File,No,No
13807,small_natural,train,0,,normal,B,File,No,No
26487,small_natural,train,0,,normal,C,Twitch,No,No
360,small_natural,train,1,Antenna Failure,synthetic,A,Twitch,No,No
5123,small_natural,train,0,,normal,A,File,No,No
30828,small_natural,train,0,,normal,C,Youtube,No,No
2803,small_natural,train,0,,normal,A,Youtube,No,Yes
10658,small_natural,train,0,,normal,A,Youtube,No,No
5585,small_natural,train,0,,normal,A,File,No,No
7267,small_natural,train,0,,normal,A,Twitch,No,No
31209,small_natural,train,0,,normal,C,Youtube,No,No
10085,small_natural,train,0,,normal,A,Youtube,No,No
16682,small_natural,train,0,,normal,B,Twitch,No,No
4051,small_natural,train,0,,normal,A,File,No,No
25364,small_natural,train,0,,normal,C,File,No,No
5073,small_natural,train,0,,normal,A,File,No,No
14890,small_natural,train,0,,normal,B,File,No,No
19328,small_natural,train,0,,normal,B,Youtube,No,No
21692,small_natural,train,0,,normal,B,Youtube,No,No
4102,small_natural,train,0,,normal,A,File,No,No
14869,small_natural,train,0,,normal,B,File,No,No
11429,small_natural,train,0,,normal,A,Youtube,No,No
25456,small_natural,train,0,,normal,C,File,No,No
17887,small_natural,train,0,,normal,B,Twitch,No,No
4226,small_natural,train,0,,normal,A,File,No,No
18217,small_natural,train,0,,normal,B,Twitch,No,No
16366,small_natural,train,0,,normal,B,Twitch,No,No
6680,small_natural,train,0,,normal,A,Twitch,No,No
23804,small_natural,train,0,,normal,C,File,No,No
28471,small_natural,train,0,,normal,C,Twitch,No,No
20448,small_natural,train,0,,normal,B,Youtube,No,No
18710,small_natural,train,0,,normal,B,Twitch,No,No
29244,small_natural,train,0,,normal,C,Youtube,No,No
12846,small_natural,train,0,,normal,B,Youtube,No,Yes
12296,small_natural,train,0,,normal,B,File,No,Yes
28318,small_natural,train,0,,normal,C,Twitch,No,No
29464,small_natural,train,0,,normal,C,Youtube,No,No
10009,small_natural,train,0,,normal,A,Youtube,No,No
7296,small_natural,train,0,,normal,A,Twitch,No,No
30029,small_natural,train,0,,normal,C,Youtube,No,No
14923,small_natural,train,0,,normal,B,File,No,No
9210,small_natural,train,0,,normal,A,Youtube,No,No
5293,small_natural,train,0,,normal,A,File,No,No
4105,small_natural,train,0,,normal,A,File,No,No
28484,small_natural,train,0,,normal,C,Twitch,No,No
1138,small_natural,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
20701,small_natural,train,0,,normal,B,Youtube,No,No
4541,small_natural,train,0,,normal,A,File,No,No
8205,small_natural,train,0,,normal,A,Twitch,No,No
10226,small_natural,train,0,,normal,A,Youtube,No,No
30227,small_natural,train,0,,normal,C,Youtube,No,No
18905,small_natural,train,0,,normal,B,Twitch,No,No
30636,small_natural,train,0,,normal,C,Youtube,No,No
16455,small_natural,train,0,,normal,B,Twitch,No,No
5947,small_natural,train,0,,normal,A,File,No,No
31391,small_natural,train,0,,normal,C,Youtube,No,No
4964,small_natural,train,0,,normal,A,File,No,No
10179,small_natural,train,0,,normal,A,Youtube,No,No
31821,small_natural,train,0,,normal,C,Youtube,No,No
29820,small_natural,train,0,,normal,C,Youtube,No,No
4419,small_natural,train,0,,normal,A,File,No,No
15640,small_natural,train,0,,normal,B,File,No,No
7328,small_natural,train,0,,normal,A,Twitch,No,No
24845,small_natural,train,0,,normal,C,File,No,No
8854,small_natural,train,0,,normal,A,Twitch,No,No
28914,small_natural,train,0,,normal,C,Twitch,No,No
9753,small_natural,train,0,,normal,A,Youtube,No,No
7123,small_natural,train,0,,normal,A,Twitch,No,No
13800,small_natural,train,0,,normal,B,File,No,No
687,small_natural,train,1,Antenna Failure,synthetic,B,File,No,No
20380,small_natural,train,0,,normal,B,Youtube,No,No
5131,small_natural,train,0,,normal,A,File,No,No
12514,small_natural,train,0,,normal,B,Twitch,No,Yes
29146,small_natural,train,0,,normal,C,Youtube,No,No
15898,small_natural,train,0,,normal,B,File,No,No
30366,small_natural,train,0,,normal,C,Youtube,No,No
25766,small_natural,train,0,,normal,C,File,No,No
5945,small_natural,train,0,,normal,A,File,No,No
757,small_natural,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
9268,small_natural,train,0,,normal,A,Youtube,No,No
10630,small_natural,train,0,,normal,A,Youtube,No,No
10667,small_natural,train,0,,normal,A,Youtube,No,No
29501,small_natural,train,0,,normal,C,Youtube,No,No
4855,small_natural,train,0,,normal,A,File,No,No
5891,small_natural,train,0,,normal,A,File,No,No
20153,small_natural,train,0,,normal,B,Youtube,No,No
25830,small_natural,train,0,,normal,C,File,No,No
6579,small_natural,train,0,,normal,A,Twitch,No,No
29900,small_natural,train,0,,normal,C,Youtube,No,No
4752,small_natural,train,0,,normal,A,File,No,No
16826,small_natural,train,0,,normal,B,Twitch,No,No
30553,small_natural,train,0,,normal,C,Youtube,No,No
14561,small_natural,train,0,,normal,B,File,No,No
30260,small_natural,train,0,,normal,C,Youtube,No,No
4969,small_natural,train,0,,normal,A,File,No,No
27795,small_natural,train,0,,normal,C,Twitch,No,No
17450,small_natural,train,0,,normal,B,Twitch,No,No
5368,small_natural,train,0,,normal,A,File,No,No
13128,small_natural,train,0,,normal,B,File,No,No
29683,small_natural,train,0,,normal,C,Youtube,No,No
21333,small_natural,train,0,,normal,B,Youtube,No,No
14206,small_natural,train,0,,normal,B,File,No,No
30112,small_natural,train,0,,normal,C,Youtube,No,No
25252,small_natural,train,0,,normal,C,File,No,No
23748,small_natural,train,0,,normal,C,File,No,No
14401,small_natural,train,0,,normal,B,File,No,No
27903,small_natural,train,0,,normal,C,Twitch,No,No
10673,small_natural,train,0,,normal,A,Youtube,No,No
26690,small_natural,train,0,,normal,C,Twitch,No,No
2204,small_natural,train,0,,normal,A,File,No,Yes
576,small_natural,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
4890,small_natural,train,0,,normal,A,File,No,No
633,small_natural,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
10873,small_natural,train,0,,normal,A,Youtube,No,No
6212,small_natural,train,0,,normal,A,Twitch,No,No
