sample_id,split,partition,y,anomaly_type,anomaly_origin,zone,application,mobility,congestion
23318,balanced_detection,train,0,,normal,C,File,No,No
27019,balanced_detection,train,0,,normal,C,Twitch,No,No
1002,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,File,No,No
17049,balanced_detection,train,0,,normal,B,Twitch,No,No
31313,balanced_detection,train,0,,normal,C,Youtube,No,No
13831,balanced_detection,train,0,,normal,B,File,No,No
1211,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
605,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
902,balanced_detection,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
25881,balanced_detection,train,0,,normal,C,File,No,No
121,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
8070,balanced_detection,train,0,,normal,A,Twitch,No,No
18134,balanced_detection,train,0,,normal,B,Twitch,No,No
9324,balanced_detection,train,0,,normal,A,Youtube,No,No
31974,balanced_detection,train,0,,normal,C,Youtube,No,No
27967,balanced_detection,train,0,,normal,C,Twitch,No,No
26488,balanced_detection,train,0,,normal,C,Twitch,No,No
144,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
616,balanced_detection,train,1,Resource Allocation Bugs,synthetic,B,File,No,No
24248,balanced_detection,train,0,,normal,C,File,No,No
11039,balanced_detection,train,0,,normal,A,Youtube,No,No
17460,balanced_detection,train,0,,normal,B,Twitch,No,No
255,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
141,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
163,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
14259,balanced_detection,train,0,,normal,B,File,No,No
922,balanced_detection,train,1,Antenna Failure,synthetic,C,File,No,No
10594,balanced_detection,train,0,,normal,A,Youtube,No,No
3975,balanced_detection,train,0,,normal,A,File,No,No
555,balanced_detection,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
30257,balanced_detection,train,0,,normal,C,Youtube,No,No
20044,balanced_detection,train,0,,normal,B,Youtube,No,No
776,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
6738,balanced_detection,train,0,,normal,A,Twitch,No,No
974,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
10318,balanced_detection,train,0,,normal,A,Youtube,No,No
33,balanced_detection,train,1,Jamming,real,A,File,No,No
6673,balanced_detection,train,0,,normal,A,Twitch,No,No
2693,balanced_detection,train,0,,normal,A,Twitch,No,Yes
677,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
1088,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
7325,balanced_detection,train,0,,normal,A,Twitch,No,No
581,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
751,balanced_detection,train,1,High Network Congestion (Sudden Spike),synthetic,B,Twitch,No,No
10516,balanced_detection,train,0,,normal,A,Youtube,No,No
1195,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
1373,balanced_detection,train,0,,normal,In motion,File,Yes,No
23297,balanced_detection,train,0,,normal,C,File,No,No
815,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Twitch,No,No
10853,balanced_detection,train,0,,normal,A,Youtube,No,No
75,balanced_detection,train,1,Jamming,real,A,File,No,No
7681,balanced_detection,train,0,,normal,A,Twitch,No,No
337,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,A,File,No,No
708,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
4344,balanced_detection,train,0,,normal,A,File,No,No
30145,balanced_detection,train,0,,normal,C,Youtube,No,No
28081,balanced_detection,train,0,,normal,C,Twitch,No,No
827,balanced_detection,train,1,High Network Congestion (Sudden Spike),synthetic,B,Youtube,No,No
10554,balanced_detection,train,0,,normal,A,Youtube,No,No
19427,balanced_detection,train,0,,normal,B,Youtube,No,No
17803,balanced_detection,train,0,,normal,B,Twitch,No,No
99,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
2280,balanced_detection,train,0,,normal,A,File,No,Yes
15717,balanced_detection,train,0,,normal,B,File,No,No
533,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
439,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,A,Twitch,No,No
17810,balanced_detection,train,0,,normal,B,Twitch,No,No
943,balanced_detection,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
1179,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
9731,balanced_detection,train,0,,normal,A,Youtube,No,No
1072,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
15399,balanced_detection,train,0,,normal,B,File,No,No
19,balanced_detection,train,1,Jamming,real,A,File,No,No
279,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,A,File,No,No
29880,balanced_detection,train,0,,normal,C,Youtube,No,No
18488,balanced_detection,train,0,,normal,B,Twitch,No,No
1221,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
24780,balanced_detection,train,0,,normal,C,File,No,No
1094,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
787,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
5086,balanced_detection,train,0,,normal,A,File,No,No
26099,balanced_detection,train,0,,normal,C,Twitch,No,No
15238,balanced_detection,train,0,,normal,B,File,No,No
266,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
1027,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
492,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
4818,balanced_detection,train,0,,normal,A,File,No,No
624,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
28396,balanced_detection,train,0,,normal,C,Twitch,No,No
527,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
465,balanced_detection,train,1,Antenna Failure,synthetic,A,Youtube,No,No
1183,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
1078,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
31408,balanced_detection,train,0,,normal,C,Youtube,No,No
19260,balanced_detection,train,0,,normal,B,Youtube,No,No
19992,balanced_detection,train,0,,normal,B,Youtube,No,No
29122,balanced_detection,train,0,,normal,C,Youtube,No,No
167,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
15,balanced_detection,train,1,Jamming,real,A,File,No,No
1022,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
204,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
10723,balanced_detection,train,0,,normal,A,Youtube,No,No
1067,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Twitch,No,No
26545,balanced_detection,train,0,,normal,C,Twitch,No,No
2548,balanced_detection,train,0,,normal,A,Twitch,No,Yes
215,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
913,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
168,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
983,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
14438,balanced_detection,train,0,,normal,B,File,No,No
5958,balanced_detection,train,0,,normal,A,File,No,No
2161,balanced_detection,train,0,,normal,In motion,Youtube,Yes,No
10025,balanced_detection,train,0,,normal,A,Youtube,No,No
29602,balanced_detection,train,0,,normal,C,Youtube,No,No
183,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
6494,balanced_detection,train,0,,normal,A,Twitch,No,No
17283,balanced_detection,train,0,,normal,B,Twitch,No,No
799,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,Twitch,No,No
11142,balanced_detection,train,0,,normal,A,Youtube,No,No
586,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
270,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
17477,balanced_detection,train,0,,normal,B,Twitch,No,No
26428,balanced_detection,train,0,,normal,C,Twitch,No,No
10235,balanced_detection,train,0,,normal,A,Youtube,No,No
149,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
342,balanced_detection,train,1,Resource Allocation Bugs,synthetic,A,File,No,No
88,balanced_detection,train,1,Jamming,real,A,File,No,No
702,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
11043,balanced_detection,train,0,,normal,A,Youtube,No,No
565,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
26888,balanced_detection,train,0,,normal,C,Twitch,No,No
20834,balanced_detection,train,0,,normal,B,Youtube,No,No
1166,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
112,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
6818,balanced_detection,train,0,,normal,A,Twitch,No,No
545,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
594,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
15080,balanced_detection,train,0,,normal,B,File,No,No
566,balanced_detection,train,1,Antenna Failure,synthetic,A,Youtube,No,No
1272,balanced_detection,train,0,,normal,In motion,File,Yes,No
1250,balanced_detection,train,0,,normal,In motion,File,Yes,No
19381,balanced_detection,train,0,,normal,B,Youtube,No,No
298,balanced_detection,train,1,Antenna Failure,synthetic,A,File,No,No
15900,balanced_detection,train,0,,normal,B,File,No,No
3862,balanced_detection,train,0,,normal,A,File,No,No
13669,balanced_detection,train,0,,normal,B,File,No,No
6779,balanced_detection,train,0,,normal,A,Twitch,No,No
41,balanced_detection,train,1,Jamming,real,A,File,No,No
169,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
894,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
1184,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
12668,balanced_detection,train,0,,normal,B,Twitch,No,Yes
30006,balanced_detection,train,0,,normal,C,Youtube,No,No
11219,balanced_detection,train,0,,normal,A,Youtube,No,No
23938,balanced_detection,train,0,,normal,C,File,No,No
679,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
10601,balanced_detection,train,0,,normal,A,Youtube,No,No
1025,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
3903,balanced_detection,train,0,,normal,A,File,No,No
1044,balanced_detection,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
325,balanced_detection,train,1,Resource Allocation Bugs,synthetic,A,File,No,No
20135,balanced_detection,train,0,,normal,B,Youtube,No,No
350,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,A,Twitch,No,No
810,balanced_detection,train,1,Doppler Shift (Severe),synthetic,B,Twitch,No,No
1285,balanced_detection,train,0,,normal,In motion,File,Yes,No
34,balanced_detection,train,1,Jamming,real,A,File,No,No
21211,balanced_detection,train,0,,normal,B,Youtube,No,No
1036,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Twitch,No,No
14767,balanced_detection,train,0,,normal,B,File,No,No
424,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,A,Twitch,No,No
319,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,A,File,No,No
5177,balanced_detection,train,0,,normal,A,File,No,No
678,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,B,File,No,No
24574,balanced_detection,train,0,,normal,C,File,No,No
887,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
857,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Youtube,No,No
809,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Twitch,No,No
724,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
959,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,File,No,No
14505,balanced_detection,train,0,,normal,B,File,No,No
335,balanced_detection,train,1,Doppler Shift (Severe),synthetic,A,File,No,No
8663,balanced_detection,train,0,,normal,A,Twitch,No,No
3108,balanced_detection,train,0,,normal,A,File,No,No
763,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,Twitch,No,No
1065,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
775,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
18213,balanced_detection,train,0,,normal,B,Twitch,No,No
201,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
21247,balanced_detection,train,0,,normal,B,Youtube,No,No
2579,balanced_detection,train,0,,normal,A,Twitch,No,Yes
523,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
226,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
619,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
7040,balanced_detection,train,0,,normal,A,Twitch,No,No
373,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Twitch,No,No
11745,balanced_detection,train,0,,normal,A,Youtube,No,No
30690,balanced_detection,train,0,,normal,C,Youtube,No,No
42,balanced_detection,train,1,Jamming,real,A,File,No,No
24156,balanced_detection,train,0,,normal,C,File,No,No
9396,balanced_detection,train,0,,normal,A,Youtube,No,No
4434,balanced_detection,train,0,,normal,A,File,No,No
1084,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Twitch,No,No
491,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
736,balanced_detection,train,1,High Network Congestion (Sudden Spike),synthetic,B,Twitch,No,No
914,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
21843,balanced_detection,train,0,,normal,B,Youtube,No,No
14432,balanced_detection,train,0,,normal,B,File,No,No
19815,balanced_detection,train,0,,normal,B,Youtube,No,No
313,balanced_detection,train,1,Resource Allocation Bugs,synthetic,A,File,No,No
2898,balanced_detection,train,0,,normal,A,Youtube,No,Yes
22509,balanced_detection,train,0,,normal,C,Twitch,No,Yes
562,balanced_detection,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
1218,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
103,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
1132,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
488,balanced_detection,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
490,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,A,Youtube,No,No
585,balanced_detection,train,1,Resource Allocation Bugs,synthetic,A,Youtube,No,No
900,balanced_detection,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
11114,balanced_detection,train,0,,normal,A,Youtube,No,No
6,balanced_detection,train,1,Jamming,real,A,File,No,No
28068,balanced_detection,train,0,,normal,C,Twitch,No,No
10303,balanced_detection,train,0,,normal,A,Youtube,No,No
410,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,A,Twitch,No,No
7466,balanced_detection,train,0,,normal,A,Twitch,No,No
1234,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
4317,balanced_detection,train,0,,normal,A,File,No,No
1020,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,File,No,No
8,balanced_detection,train,1,Jamming,real,A,File,No,No
774,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,B,Twitch,No,No
20779,balanced_detection,train,0,,normal,B,Youtube,No,No
67,balanced_detection,train,1,Jamming,real,A,File,No,No
741,balanced_detection,train,1,Doppler Shift (Severe),synthetic,B,Twitch,No,No
15326,balanced_detection,train,0,,normal,B,File,No,No
7223,balanced_detection,train,0,,normal,A,Twitch,No,No
178,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
1001,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
15088,balanced_detection,train,0,,normal,B,File,No,No
499,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
7715,balanced_detection,train,0,,normal,A,Twitch,No,No
560,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
693,balanced_detection,train,1,Antenna Failure,synthetic,B,File,No,No
16,balanced_detection,train,1,Jamming,real,A,File,No,No
5080,balanced_detection,train,0,,normal,A,File,No,No
722,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
726,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
188,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
880,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,B,Youtube,No,No
10924,balanced_detection,train,0,,normal,A,Youtube,No,No
90,balanced_detection,train,1,Jamming,real,A,File,No,No
276,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
15119,balanced_detection,train,0,,normal,B,File,No,No
16975,balanced_detection,train,0,,normal,B,Twitch,No,No
1170,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Youtube,No,No
330,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,A,File,No,No
360,balanced_detection,train,1,Antenna Failure,synthetic,A,Twitch,No,No
500,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
1135,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,C,Youtube,No,No
63,balanced_detection,train,1,Jamming,real,A,File,No,No
17193,balanced_detection,train,0,,normal,B,Twitch,No,No
4939,balanced_detection,train,0,,normal,A,File,No,No
300,balanced_detection,train,1,Resource Allocation Bugs,synthetic,A,File,No,No
995,balanced_detection,train,1,Doppler Shift (Severe),synthetic,C,File,No,No
704,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
22746,balanced_detection,train,0,,normal,C,Youtube,No,Yes
175,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
4181,balanced_detection,train,0,,normal,A,File,No,No
26978,balanced_detection,train,0,,normal,C,Twitch,No,No
15513,balanced_detection,train,0,,normal,B,File,No,No
970,balanced_detection,train,1,Antenna Failure,synthetic,C,File,No,No
277,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
529,balanced_detection,train,1,Doppler Shift (Severe),synthetic,A,Youtube,No,No
532,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,A,Youtube,No,No
7746,balanced_detection,train,0,,normal,A,Twitch,No,No
108,balanced_detection,train,1,Jamming,real,A,Twitch,No,No
292,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,A,File,No,No
20579,balanced_detection,train,0,,normal,B,Youtube,No,No
262,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
561,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
27231,balanced_detection,train,0,,normal,C,Twitch,No,No
20499,balanced_detection,train,0,,normal,B,Youtube,No,No
29965,balanced_detection,train,0,,normal,C,Youtube,No,No
662,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,B,File,No,No
24190,balanced_detection,train,0,,normal,C,File,No,No
22532,balanced_detection,train,0,,normal,C,Twitch,No,Yes
14304,balanced_detection,train,0,,normal,B,File,No,No
11603,balanced_detection,train,0,,normal,A,Youtube,No,No
411,balanced_detection,train,1,High Network Congestion (Gradual Buildup),synthetic,A,Twitch,No,No
28021,balanced_detection,train,0,,normal,C,Twitch,No,No
13693,balanced_detection,train,0,,normal,B,File,No,No
31304,balanced_detection,train,0,,normal,C,Youtube,No,No
8855,balanced_detection,train,0,,normal,A,Twitch,No,No
925,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
1012,balanced_detection,train,1,Faulty RF Filters (Temporal),synthetic,C,File,No,No
504,balanced_detection,train,1,Antenna Failure,synthetic,A,Youtube,No,No
64,balanced_detection,train,1,Jamming,real,A,File,No,No
1040,balanced_detection,train,1,Co-Channel Interference (Mild),synthetic,C,Twitch,No,No
30333,balanced_detection,train,0,,normal,C,Youtube,No,No
559,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,A,Youtube,No,No
696,balanced_detection,train,1,Resource Allocation Bugs,synthetic,B,File,No,No
10019,balanced_detection,train,0,,normal,A,Youtube,No,No
992,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,File,No,No
31002,balanced_detection,train,0,,normal,C,Youtube,No,No
458,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,A,Youtube,No,No
7599,balanced_detection,train,0,,normal,A,Twitch,No,No
15576,balanced_detection,train,0,,normal,B,File,No,No
23263,balanced_detection,train,0,,normal,C,File,No,No
1104,balanced_detection,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
955,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,C,File,No,No
10302,balanced_detection,train,0,,normal,A,Youtube,No,No
4,balanced_detection,train,1,Jamming,real,A,File,No,No
1197,balanced_detection,train,1,Antenna Failure,synthetic,C,Youtube,No,No
750,balanced_detection,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Twitch,No,No
17,balanced_detection,train,1,Jamming,real,A,File,No,No
633,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
5020,balanced_detection,train,0,,normal,A,File,No,No
715,balanced_detection,train,1,Faulty Handover Algorithm (Too Frequent),synthetic,B,File,No,No
20930,balanced_detection,train,0,,normal,B,Youtube,No,No
5238,balanced_detection,train,0,,normal,A,File,No,No
251,balanced_detection,train,1,Jamming,real,A,Youtube,No,No
1216,balanced_detection,train,1,Co-Channel Interference (Severe),synthetic,C,Youtube,No,No
30298,balanced_detection,train,0,,normal,C,Youtube,No,No
3278,balanced_detection,train,0,,normal,A,File,No,No
