sample_id,split,partition,y,anomaly_type,anomaly_origin,zone,application,mobility,congestion
28333,fullscale,train,0,,normal,C,Twitch,No,No
17116,fullscale,train,0,,normal,B,Twitch,No,No
18515,fullscale,train,0,,normal,B,Twitch,No,No
21533,fullscale,train,0,,normal,B,Youtube,No,No
27818,fullscale,train,0,,normal,C,Twitch,No,No
30096,fullscale,train,0,,normal,C,Youtube,No,No
23318,fullscale,train,0,,normal,C,File,No,No
10149,fullscale,train,0,,normal,A,Youtube,No,No
17512,fullscale,train,0,,normal,B,Twitch,No,No
24982,fullscale,train,0,,normal,C,File,No,No
7641,fullscale,train,0,,normal,A,Twitch,No,No
14037,fullscale,train,0,,normal,B,File,No,No
10640,fullscale,train,0,,normal,A,Youtube,No,No
4596,fullscale,train,0,,normal,A,File,No,No
5909,fullscale,train,0,,normal,A,File,No,No
31639,fullscale,train,0,,normal,C,Youtube,No,No
2974,fullscale,train,0,,normal,A,Youtube,No,Yes
22281,fullscale,train,0,,normal,C,File,No,Yes
1310,fullscale,train,0,,normal,In motion,File,Yes,No
28458,fullscale,train,0,,normal,C,Twitch,No,No
10381,fullscale,train,0,,normal,A,Youtube,No,No
16336,fullscale,train,0,,normal,B,Twitch,No,No
31253,fullscale,train,0,,normal,C,Youtube,No,No
13328,fullscale,train,0,,normal,B,File,No,No
21092,fullscale,train,0,,normal,B,Youtube,No,No
14718,fullscale,train,0,,normal,B,File,No,No
14318,fullscale,train,0,,normal,B,File,No,No
9204,fullscale,train,0,,normal,A,Youtube,No,No
15752,fullscale,train,0,,normal,B,File,No,No
22174,fullscale,train,0,,normal,C,File,No,Yes
6133,fullscale,train,0,,normal,A,Twitch,No,No
31795,fullscale,train,0,,normal,C,Youtube,No,No
25020,fullscale,train,0,,normal,C,File,No,No
7602,fullscale,train,0,,normal,A,Twitch,No,No
9491,fullscale,train,0,,normal,A,Youtube,No,No
24599,fullscale,train,0,,normal,C,File,No,No
24733,fullscale,train,0,,normal,C,File,No,No
24164,fullscale,train,0,,normal,C,File,No,No
9990,fullscale,train,0,,normal,A,Youtube,No,No
22917,fullscale,train,0,,normal,C,Youtube,No,Yes
17836,fullscale,train,0,,normal,B,Twitch,No,No
4773,fullscale,train,0,,normal,A,File,No,No
17135,fullscale,train,0,,normal,B,Twitch,No,No
24142,fullscale,train,0,,normal,C,File,No,No
14992,fullscale,train,0,,normal,B,File,No,No
24889,fullscale,train,0,,normal,C,File,No,No
5243,fullscale,train,0,,normal,A,File,No,No
17477,fullscale,train,0,,normal,B,Twitch,No,No
12332,fullscale,train,0,,normal,B,File,No,Yes
29178,fullscale,train,0,,normal,C,Youtube,No,No
24527,fullscale,train,0,,normal,C,File,No,No
17036,fullscale,train,0,,normal,B,Twitch,No,No
29964,fullscale,train,0,,normal,C,Youtube,No,No
23408,fullscale,train,0,,normal,C,File,No,No
2335,fullscale,train,0,,normal,A,File,No,Yes
11196,fullscale,train,0,,normal,A,Youtube,No,No
3559,fullscale,train,0,,normal,A,File,No,No
5315,fullscale,train,0,,normal,A,File,No,No
8158,fullscale,train,0,,normal,A,Twitch,No,No
18570,fullscale,train,0,,normal,B,Twitch,No,No
11794,fullscale,train,0,,normal,A,Youtube,No,No
1191,fullscale,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
3834,fullscale,train,0,,normal,A,File,No,No
25082,fullscale,train,0,,normal,C,File,No,No
9551,fullscale,train,0,,normal,A,Youtube,No,No
26133,fullscale,train,0,,normal,C,Twitch,No,No
4115,fullscale,train,0,,normal,A,File,No,No
6328,fullscale,train,0,,normal,A,Twitch,No,No
5746,fullscale,train,0,,normal,A,File,No,No
25166,fullscale,train,0,,normal,C,File,No,No
11391,fullscale,train,0,,normal,A,Youtube,No,No
21215,fullscale,train,0,,normal,B,Youtube,No,No
14997,fullscale,train,0,,normal,B,File,No,No
27491,fullscale,train,0,,normal,C,Twitch,No,No
24663,fullscale,train,0,,normal,C,File,No,No
9147,fullscale,train,0,,normal,A,Youtube,No,No
27454,fullscale,train,0,,normal,C,Twitch,No,No
15517,fullscale,train,0,,normal,B,File,No,No
6838,fullscale,train,0,,normal,A,Twitch,No,No
9644,fullscale,train,0,,normal,A,Youtube,No,No
9830,fullscale,train,0,,normal,A,Youtube,No,No
20600,fullscale,train,0,,normal,B,Youtube,No,No
23891,fullscale,train,0,,normal,C,File,No,No
18272,fullscale,train,0,,normal,B,Twitch,No,No
29191,fullscale,train,0,,normal,C,Youtube,No,No
11247,fullscale,train,0,,normal,A,Youtube,No,No
28161,fullscale,train,0,,normal,C,Twitch,No,No
27101,fullscale,train,0,,normal,C,Twitch,No,No
7945,fullscale,train,0,,normal,A,Twitch,No,No
20943,fullscale,train,0,,normal,B,Youtube,No,No
28846,fullscale,train,0,,normal,C,Twitch,No,No
9428,fullscale,train,0,,normal,A,Youtube,No,No
22515,fullscale,train,0,,normal,C,Twitch,No,Yes
23103,fullscale,train,0,,normal,C,File,No,No
27348,fullscale,train,0,,normal,C,Twitch,No,No
8377,fullscale,train,0,,normal,A,Twitch,No,No
3138,fullscale,train,0,,normal,A,File,No,No
8740,fullscale,train,0,,normal,A,Twitch,No,No
13208,fullscale,train,0,,normal,B,File,No,No
13151,fullscale,train,0,,normal,B,File,No,No
20680,fullscale,train,0,,normal,B,Youtube,No,No
9397,fullscale,train,0,,normal,A,Youtube,No,No
20094,fullscale,train,0,,normal,B,Youtube,No,No
14853,fullscale,train,0,,normal,B,File,No,No
22900,fullscale,train,0,,normal,C,Youtube,No,Yes
1972,fullscale,train,0,,normal,In motion,Youtube,Yes,No
15241,fullscale,train,0,,normal,B,File,No,No
14962,fullscale,train,0,,normal,B,File,No,No
21194,fullscale,train,0,,normal,B,Youtube,No,No
2381,fullscale,train,0,,normal,A,File,No,Yes
11758,fullscale,train,0,,normal,A,Youtube,No,No
18041,fullscale,train,0,,normal,B,Twitch,No,No
17934,fullscale,train,0,,normal,B,Twitch,No,No
31231,fullscale,train,0,,normal,C,Youtube,No,No
11492,fullscale,train,0,,normal,A,Youtube,No,No
22336,fullscale,train,0,,normal,C,File,No,Yes
2836,fullscale,train,0,,normal,A,Youtube,No,Yes
23691,fullscale,train,0,,normal,C,File,No,No
11439,fullscale,train,0,,normal,A,Youtube,No,No
21434,fullscale,train,0,,normal,B,Youtube,No,No
23866,fullscale,train,0,,normal,C,File,No,No
207,fullscale,train,1,Jamming,real,A,Youtube,No,No
21623,fullscale,train,0,,normal,B,Youtube,No,No
622,fullscale,train,1,Antenna Failure,synthetic,B,File,No,No
18224,fullscale,train,0,,normal,B,Twitch,No,No
16450,fullscale,train,0,,normal,B,Twitch,No,No
28732,fullscale,train,0,,normal,C,Twitch,No,No
5216,fullscale,train,0,,normal,A,File,No,No
3441,fullscale,train,0,,normal,A,File,No,No
20534,fullscale,train,0,,normal,B,Youtube,No,No
27404,fullscale,train,0,,normal,C,Twitch,No,No
12890,fullscale,train,0,,normal,B,Youtube,No,Yes
24331,fullscale,train,0,,normal,C,File,No,No
17704,fullscale,train,0,,normal,B,Twitch,No,No
26106,fullscale,train,0,,normal,C,Twitch,No,No
14064,fullscale,train,0,,normal,B,File,No,No
23682,fullscale,train,0,,normal,C,File,No,No
25258,fullscale,train,0,,normal,C,File,No,No
12204,fullscale,train,0,,normal,B,File,No,Yes
21225,fullscale,train,0,,normal,B,Youtube,No,No
375,fullscale,train,1,Antenna Failure,synthetic,A,Twitch,No,No
15584,fullscale,train,0,,normal,B,File,No,No
18102,fullscale,train,0,,normal,B,Twitch,No,No
1595,fullscale,train,0,,normal,In motion,Twitch,Yes,No
25819,fullscale,train,0,,normal,C,File,No,No
3960,fullscale,train,0,,normal,A,File,No,No
10962,fullscale,train,0,,normal,A,Youtube,No,No
28288,fullscale,train,0,,normal,C,Twitch,No,No
4032,fullscale,train,0,,normal,A,File,No,No
19239,fullscale,train,0,,normal,B,Youtube,No,No
8946,fullscale,train,0,,normal,A,Twitch,No,No
17187,fullscale,train,0,,normal,B,Twitch,No,No
13685,fullscale,train,0,,normal,B,File,No,No
5919,fullscale,train,0,,normal,A,File,No,No
28447,fullscale,train,0,,normal,C,Twitch,No,No
12097,fullscale,train,0,,normal,A,Youtube,No,No
8390,fullscale,train,0,,normal,A,Twitch,No,No
29276,fullscale,train,0,,normal,C,Youtube,No,No
20400,fullscale,train,0,,normal,B,Youtube,No,No
4261,fullscale,train,0,,normal,A,File,No,No
24274,fullscale,train,0,,normal,C,File,No,No
29906,fullscale,train,0,,normal,C,Youtube,No,No
19426,fullscale,train,0,,normal,B,Youtube,No,No
8219,fullscale,train,0,,normal,A,Twitch,No,No
16142,fullscale,train,0,,normal,B,Twitch,No,No
8303,fullscale,train,0,,normal,A,Twitch,No,No
2531,fullscale,train,0,,normal,A,Twitch,No,Yes
12926,fullscale,train,0,,normal,B,Youtube,No,Yes
8246,fullscale,train,0,,normal,A,Twitch,No,No
1680,fullscale,train,0,,normal,In motion,Twitch,Yes,No
220,fullscale,train,1,Jamming,real,A,Youtube,No,No
16011,fullscale,train,0,,normal,B,File,No,No
27686,fullscale,train,0,,normal,C,Twitch,No,No
2390,fullscale,train,0,,normal,A,File,No,Yes
30042,fullscale,train,0,,normal,C,Youtube,No,No
1777,fullscale,train,0,,normal,In motion,Twitch,Yes,No
29982,fullscale,train,0,,normal,C,Youtube,No,No
1309,fullscale,train,0,,normal,In motion,File,Yes,No
10961,fullscale,train,0,,normal,A,Youtube,No,No
26999,fullscale,train,0,,normal,C,Twitch,No,No
18571,fullscale,train,0,,normal,B,Twitch,No,No
22698,fullscale,train,0,,normal,C,Youtube,No,Yes
26770,fullscale,train,0,,normal,C,Twitch,No,No
15118,fullscale,train,0,,normal,B,File,No,No
5975,fullscale,train,0,,normal,A,File,No,No
28563,fullscale,train,0,,normal,C,Twitch,No,No
7223,fullscale,train,0,,normal,A,Twitch,No,No
24278,fullscale,train,0,,normal,C,File,No,No
3891,fullscale,train,0,,normal,A,File,No,No
1113,fullscale,train,1,Buffer Overflow (Gradual Buildup),synthetic,C,Youtube,No,No
7743,fullscale,train,0,,normal,A,Twitch,No,No
2489,fullscale,train,0,,normal,A,Twitch,No,Yes
21174,fullscale,train,0,,normal,B,Youtube,No,No
25394,fullscale,train,0,,normal,C,File,No,No
8108,fullscale,train,0,,normal,A,Twitch,No,No
7600,fullscale,train,0,,normal,A,Twitch,No,No
344,fullscale,train,1,Resource Allocation Bugs,synthetic,A,File,No,No
17850,fullscale,train,0,,normal,B,Twitch,No,No
19944,fullscale,train,0,,normal,B,Youtube,No,No
25640,fullscale,train,0,,normal,C,File,No,No
29820,fullscale,train,0,,normal,C,Youtube,No,No
2127,fullscale,train,0,,normal,In motion,Youtube,Yes,No
27353,fullscale,train,0,,normal,C,Twitch,No,No
11089,fullscale,train,0,,normal,A,Youtube,No,No
31571,fullscale,train,0,,normal,C,Youtube,No,No
10375,fullscale,train,0,,normal,A,Youtube,No,No
6415,fullscale,train,0,,normal,A,Twitch,No,No
21387,fullscale,train,0,,normal,B,Youtube,No,No
13853,fullscale,train,0,,normal,B,File,No,No
29933,fullscale,train,0,,normal,C,Youtube,No,No
9852,fullscale,train,0,,normal,A,Youtube,No,No
22921,fullscale,train,0,,normal,C,Youtube,No,Yes
13938,fullscale,train,0,,normal,B,File,No,No
13330,fullscale,train,0,,normal,B,File,No,No
9479,fullscale,train,0,,normal,A,Youtube,No,No
4743,fullscale,train,0,,normal,A,File,No,No
2705,fullscale,train,0,,normal,A,Twitch,No,Yes
24241,fullscale,train,0,,normal,C,File,No,No
21461,fullscale,train,0,,normal,B,Youtube,No,No
17390,fullscale,train,0,,normal,B,Twitch,No,No
21371,fullscale,train,0,,normal,B,Youtube,No,No
10377,fullscale,train,0,,normal,A,Youtube,No,No
9512,fullscale,train,0,,normal,A,Youtube,No,No
13856,fullscale,train,0,,normal,B,File,No,No
7611,fullscale,train,0,,normal,A,Twitch,No,No
2623,fullscale,train,0,,normal,A,Twitch,No,Yes
17517,fullscale,train,0,,normal,B,Twitch,No,No
9736,fullscale,train,0,,normal,A,Youtube,No,No
22610,fullscale,train,0,,normal,C,Twitch,No,Yes
10043,fullscale,train,0,,normal,A,Youtube,No,No
2831,fullscale,train,0,,normal,A,Youtube,No,Yes
24275,fullscale,train,0,,normal,C,File,No,No
16253,fullscale,train,0,,normal,B,Twitch,No,No
540,fullscale,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
18774,fullscale,train,0,,normal,B,Twitch,No,No
12718,fullscale,train,0,,normal,B,Twitch,No,Yes
31058,fullscale,train,0,,normal,C,Youtube,No,No
2145,fullscale,train,0,,normal,In motion,Youtube,Yes,No
12615,fullscale,train,0,,normal,B,Twitch,No,Yes
10474,fullscale,train,0,,normal,A,Youtube,No,No
1614,fullscale,train,0,,normal,In motion,Twitch,Yes,No
11212,fullscale,train,0,,normal,A,Youtube,No,No
5927,fullscale,train,0,,normal,A,File,No,No
24261,fullscale,train,0,,normal,C,File,No,No
25966,fullscale,train,0,,normal,C,File,No,No
29138,fullscale,train,0,,normal,C,Youtube,No,No
3207,fullscale,train,0,,normal,A,File,No,No
16418,fullscale,train,0,,normal,B,Twitch,No,No
6908,fullscale,train,0,,normal,A,Twitch,No,No
29291,fullscale,train,0,,normal,C,Youtube,No,No
13012,fullscale,train,0,,normal,B,Youtube,No,Yes
30856,fullscale,train,0,,normal,C,Youtube,No,No
6090,fullscale,train,0,,normal,A,File,No,No
5025,fullscale,train,0,,normal,A,File,No,No
2236,fullscale,train,0,,normal,A,File,No,Yes
9187,fullscale,train,0,,normal,A,Youtube,No,No
7548,fullscale,train,0,,normal,A,Twitch,No,No
23956,fullscale,train,0,,normal,C,File,No,No
6794,fullscale,train,0,,normal,A,Twitch,No,No
13221,fullscale,train,0,,normal,B,File,No,No
12889,fullscale,train,0,,normal,B,Youtube,No,Yes
6676,fullscale,train,0,,normal,A,Twitch,No,No
23422,fullscale,train,0,,normal,C,File,No,No
21518,fullscale,train,0,,normal,B,Youtube,No,No
839,fullscale,train,1,Buffer Overflow (Gradual Buildup),synthetic,B,Youtube,No,No
15282,fullscale,train,0,,normal,B,File,No,No
18712,fullscale,train,0,,normal,B,Twitch,No,No
24115,fullscale,train,0,,normal,C,File,No,No
11804,fullscale,train,0,,normal,A,Youtube,No,No
31041,fullscale,train,0,,normal,C,Youtube,No,No
21169,fullscale,train,0,,normal,B,Youtube,No,No
1054,fullscale,train,1,Resource Allocation Bugs,synthetic,C,Twitch,No,No
12766,fullscale,train,0,,normal,B,Youtube,No,Yes
26883,fullscale,train,0,,normal,C,Twitch,No,No
10118,fullscale,train,0,,normal,A,Youtube,No,No
15218,fullscale,train,0,,normal,B,File,No,No
23251,fullscale,train,0,,normal,C,File,No,No
13715,fullscale,train,0,,normal,B,File,No,No
799,fullscale,train,1,Faulty RF Filters (Temporal),synthetic,B,Twitch,No,No
18307,fullscale,train,0,,normal,B,Twitch,No,No
29586,fullscale,train,0,,normal,C,Youtube,No,No
2979,fullscale,train,0,,normal,A,Youtube,No,Yes
22172,fullscale,train,0,,normal,C,File,No,Yes
3280,fullscale,train,0,,normal,A,File,No,No
18797,fullscale,train,0,,normal,B,Twitch,No,No
1826,fullscale,train,0,,normal,In motion,Twitch,Yes,No
8100,fullscale,train,0,,normal,A,Twitch,No,No
22940,fullscale,train,0,,normal,C,Youtube,No,Yes
20833,fullscale,train,0,,normal,B,Youtube,No,No
12565,fullscale,train,0,,normal,B,Twitch,No,Yes
24701,fullscale,train,0,,normal,C,File,No,No
10984,fullscale,train,0,,normal,A,Youtube,No,No
26908,fullscale,train,0,,normal,C,Twitch,No,No
20826,fullscale,train,0,,normal,B,Youtube,No,No
13348,fullscale,train,0,,normal,B,File,No,No
22699,fullscale,train,0,,normal,C,Youtube,No,Yes
5815,fullscale,train,0,,normal,A,File,No,No
29033,fullscale,train,0,,normal,C,Youtube,No,No
25896,fullscale,train,0,,normal,C,File,No,No
27411,fullscale,train,0,,normal,C,Twitch,No,No
24281,fullscale,train,0,,normal,C,File,No,No
19224,fullscale,train,0,,normal,B,Youtube,No,No
17465,fullscale,train,0,,normal,B,Twitch,No,No
10191,fullscale,train,0,,normal,A,Youtube,No,No
17433,fullscale,train,0,,normal,B,Twitch,No,No
476,fullscale,train,1,Co-Channel Interference (Severe),synthetic,A,Youtube,No,No
2731,fullscale,train,0,,normal,A,Twitch,No,Yes
22322,fullscale,train,0,,normal,C,File,No,Yes
9212,fullscale,train,0,,normal,A,Youtube,No,No
22848,fullscale,train,0,,normal,C,Youtube,No,Yes
27046,fullscale,train,0,,normal,C,Twitch,No,No
23244,fullscale,train,0,,normal,C,File,No,No
6829,fullscale,train,0,,normal,A,Twitch,No,No
24422,fullscale,train,0,,normal,C,File,No,No
31330,fullscale,train,0,,normal,C,Youtube,No,No
23308,fullscale,train,0,,normal,C,File,No,No
10268,fullscale,train,0,,normal,A,Youtube,No,No
21923,fullscale,train,0,,normal,B,Youtube,No,No
649,fullscale,train,1,Co-Channel Interference (Severe),synthetic,B,File,No,No
7737,fullscale,train,0,,normal,A,Twitch,No,No
4694,fullscale,train,0,,normal,A,File,No,No
23383,fullscale,train,0,,normal,C,File,No,No
14491,fullscale,train,0,,normal,B,File,No,No
2283,fullscale,train,0,,normal,A,File,No,Yes
17858,fullscale,train,0,,normal,B,Twitch,No,No
22133,fullscale,train,0,,normal,C,File,No,Yes
21422,fullscale,train,0,,normal,B,Youtube,No,No
18984,fullscale,train,0,,normal,B,Twitch,No,No
2241,fullscale,train,0,,normal,A,File,No,Yes
5871,fullscale,train,0,,normal,A,File,No,No
25458,fullscale,train,0,,normal,C,File,No,No
13700,fullscale,train,0,,normal,B,File,No,No
14400,fullscale,train,0,,normal,B,File,No,No
10929,fullscale,train,0,,normal,A,Youtube,No,No
15554,fullscale,train,0,,normal,B,File,No,No
28769,fullscale,train,0,,normal,C,Twitch,No,No
30179,fullscale,train,0,,normal,C,Youtube,No,No
24307,fullscale,train,0,,normal,C,File,No,No
21254,fullscale,train,0,,normal,B,Youtube,No,No
25285,fullscale,train,0,,normal,C,File,No,No
23097,fullscale,train,0,,normal,C,File,No,No
6022,fullscale,train,0,,normal,A,File,No,No
1629,fullscale,train,0,,normal,In motion,Twitch,Yes,No
16986,fullscale,train,0,,normal,B,Twitch,No,No
12804,fullscale,train,0,,normal,B,Youtube,No,Yes
6171,fullscale,train,0,,normal,A,Twitch,No,No
27495,fullscale,train,0,,normal,C,Twitch,No,No
18254,fullscale,train,0,,normal,B,Twitch,No,No
30200,fullscale,train,0,,normal,C,Youtube,No,No
7489,fullscale,train,0,,normal,A,Twitch,No,No
29920,fullscale,train,0,,normal,C,Youtube,No,No
21042,fullscale,train,0,,normal,B,Youtube,No,No
14627,fullscale,train,0,,normal,B,File,No,No
12147,fullscale,train,0,,normal,B,File,No,Yes
23740,fullscale,train,0,,normal,C,File,No,No
1484,fullscale,train,0,,normal,In motion,File,Yes,No
1472,fullscale,train,0,,normal,In motion,File,Yes,No
11751,fullscale,train,0,,normal,A,Youtube,No,No
8801,fullscale,train,0,,normal,A,Twitch,No,No
15023,fullscale,train,0,,normal,B,File,No,No
15434,fullscale,train,0,,normal,B,File,No,No
25171,fullscale,train,0,,normal,C,File,No,No
6995,fullscale,train,0,,normal,A,Twitch,No,No
6702,fullscale,train,0,,normal,A,Twitch,No,No
31474,fullscale,train,0,,normal,C,Youtube,No,No
30390,fullscale,train,0,,normal,C,Youtube,No,No
29057,fullscale,train,0,,normal,C,Youtube,No,No
