fraction,seed,n_added_real_jamming,train_real_pool_size,train_set_size,precision,recall,f1,auroc,avg_precision,normal_fpr,real_jamming_detection_rate,synthetic_detection_rate,mean_jamming_score,mean_synthetic_score,threshold
0.02,1,4,185,22859,0.9326424870466321,0.728744939271255,0.8181818181818182,0.984030040972739,0.8533716618749869,0.0021127905086949453,0.08695652173913043,0.9775280898876404,0.0034076019534531525,0.9106480634712429,0.009704695046949695
0.02,2,4,185,22859,0.9033816425120773,0.757085020242915,0.8237885462555066,0.9936326771246835,0.9197331143633017,0.0032504469364537623,0.18840579710144928,0.9775280898876404,0.0036880305713660366,0.9253120071561163,0.002642644454098327
0.02,3,4,185,22859,0.8714859437751004,0.8785425101214575,0.875,0.9949973384498262,0.9454822809081275,0.00520071509832602,0.6231884057971014,0.9775280898876404,0.007937868180254725,0.9117079947954402,0.0014980173495960799
0.02,4,4,185,22859,0.95,0.7692307692307693,0.8501118568232662,0.9920910177781024,0.9018024183547894,0.0016252234682268812,0.2318840579710145,0.9775280898876404,0.013941919893747656,0.9060088756372078,0.010236590909997774
0.02,5,4,185,22859,0.9565217391304348,0.8016194331983806,0.8722466960352423,0.9953862077088231,0.9501144935169762,0.0014627011214041932,0.34782608695652173,0.9775280898876404,0.015034908545586319,0.9236771222913817,0.005677382998546643
0.02,6,4,185,22859,0.9470899470899471,0.7246963562753036,0.8211009174311926,0.9925088383863307,0.9031713225666602,0.0016252234682268812,0.10144927536231885,0.9662921348314607,0.007663834892649802,0.9190329627203911,0.012000090098232835
0.02,7,4,185,22859,0.961038961038961,0.8987854251012146,0.9288702928870293,0.9922584750139987,0.9628078236906372,0.0014627011214041932,0.7101449275362319,0.9719101123595506,0.12342679325181075,0.9012157652693851,0.024155345536736268
0.02,8,4,185,22859,0.945273631840796,0.7692307692307693,0.8482142857142857,0.9932589415255124,0.9157804700059526,0.0017877458150495694,0.2318840579710145,0.9775280898876404,0.006030431729782592,0.9070609650853054,0.00891405791158729
0.02,9,4,185,22859,0.9372197309417041,0.8461538461538461,0.8893617021276595,0.9956619035117329,0.9551217780083789,0.0022753128555176336,0.5362318840579711,0.9662921348314607,0.01674278713909648,0.9138689240223983,0.005831390484776262
0.05,0,9,185,22864,0.9346938775510204,0.9271255060728745,0.9308943089430894,0.9975763114796705,0.9689696877889353,0.00260035754916301,0.8115942028985508,0.9719101123595506,0.06922585664158194,0.9103438597746732,0.02293741206351965
0.05,1,9,185,22864,1.0,0.8906882591093117,0.9421841541755889,0.9948117866206603,0.9775064862970542,0.0,0.6956521739130435,0.9662921348314607,0.17753360621125766,0.8951323334759285,0.059971338220888334
0.05,2,9,185,22864,0.9433198380566802,0.9433198380566802,0.9433198380566802,0.9979878812284056,0.9811505532605654,0.0022753128555176336,0.8695652173913043,0.9719101123595506,0.23922781923367484,0.9145502406451137,0.013385456098284582
0.05,3,9,185,22864,0.9695652173913043,0.902834008097166,0.9350104821802935,0.9974726788091257,0.9751112616840111,0.0011376564277588168,0.7536231884057971,0.9606741573033708,0.20718225119407752,0.9082662560944137,0.021244196906569805
0.05,4,9,185,22864,0.9462809917355371,0.9271255060728745,0.9366053169734151,0.9980016989178118,0.9749750732280223,0.0021127905086949453,0.7971014492753623,0.9775280898876404,0.059684752278953423,0.9144769290637509,0.014121636491634778
0.05,5,9,185,22864,0.9585062240663901,0.9352226720647774,0.9467213114754098,0.9984366271414952,0.9821575223576424,0.0016252234682268812,0.8405797101449275,0.9719101123595506,0.18317860986608286,0.9248467325285912,0.0202680760882909
0.05,6,9,185,22864,0.9826839826839827,0.9190283400809717,0.9497907949790795,0.9984734743132444,0.9827061439894004,0.0006500893872907525,0.7681159420289855,0.9775280898876404,0.13552360850016212,0.921529480197116,0.011564684152867835
0.05,7,9,185,22864,0.9823788546255506,0.902834008097166,0.9409282700421941,0.9960659064305551,0.973589070829754,0.0006500893872907525,0.7246376811594203,0.9719101123595506,0.15782210456892604,0.9116020619012194,0.02749800825495729
0.05,8,9,185,22864,0.943089430894309,0.9392712550607287,0.9411764705882353,0.9985669082130372,0.9808439378098596,0.0022753128555176336,0.855072463768116,0.9719101123595506,0.11207237901933216,0.9198291410920154,0.013186590909781349
0.05,9,9,185,22864,0.9786324786324786,0.9271255060728745,0.9521829521829522,0.9980615755719044,0.9797589960274086,0.0008126117341134406,0.8115942028985508,0.9719101123595506,0.13068328893207337,0.9168287542211354,0.011712472039817158
0.1,0,18,185,22873,0.9715447154471545,0.9676113360323887,0.9695740365111561,0.9987754895245464,0.9876981948699886,0.0011376564277588168,0.9565217391304348,0.9719101123595506,0.4969464243746743,0.919984902038177,0.022472368102680104
0.1,1,18,185,22873,0.9596774193548387,0.9635627530364372,0.9616161616161616,0.9966271678145219,0.987484466589321,0.0016252234682268812,0.927536231884058,0.9775280898876404,0.4049397283153996,0.902935950826894,0.019496269454818714
0.1,2,18,185,22873,0.9595141700404858,0.9595141700404858,0.9595141700404858,0.9988649755130803,0.9882646121170274,0.0016252234682268812,0.9130434782608695,0.9775280898876404,0.4900585908723422,0.9167001722513561,0.01087657290618503
0.1,3,18,185,22873,0.979757085020243,0.979757085020243,0.979757085020243,0.9992150236446985,0.9919815246517298,0.0008126117341134406,0.9855072463768116,0.9775280898876404,0.5265155579087718,0.9173020325620828,0.008513196539231965
0.1,4,18,185,22873,0.9717741935483871,0.9757085020242915,0.9737373737373738,0.9989057705960885,0.9894984252530957,0.0011376564277588168,0.9855072463768116,0.9719101123595506,0.6396906723594672,0.9073385832632277,0.023789751477126378
0.1,5,18,185,22873,0.9917355371900827,0.97165991902834,0.9815950920245399,0.9976970517656704,0.9882177735214156,0.00032504469364537625,0.9855072463768116,0.9662921348314607,0.5254677995605355,0.920076338776419,0.06229773956273419
0.1,6,18,185,22873,0.9795081967213115,0.9676113360323887,0.9735234215885947,0.9987031111514675,0.9893591606144523,0.0008126117341134406,0.9420289855072463,0.9775280898876404,0.5004639481636831,0.9083217832870732,0.015850654272875922
0.1,7,18,185,22873,0.9875,0.9595141700404858,0.973305954825462,0.9980326242226727,0.9898422340606452,0.00048756704046806434,0.9420289855072463,0.9662921348314607,0.37468256505603637,0.917489172863738,0.02626821773119041
0.1,8,18,185,22873,0.9556451612903226,0.9595141700404858,0.9575757575757575,0.9985208492483506,0.9850434136996677,0.0017877458150495694,0.9420289855072463,0.9662921348314607,0.465430174852887,0.9087053964086435,0.008979074863599319
0.1,9,18,185,22873,0.9875518672199171,0.9635627530364372,0.9754098360655737,0.9988583956609823,0.9918653232983291,0.00048756704046806434,0.9565217391304348,0.9662921348314607,0.4484585703338578,0.9242712294025485,0.028167945677748232
0.25,0,46,185,22901,0.9757085020242915,0.9757085020242915,0.9757085020242915,0.9961284150254871,0.9871863433748836,0.0009751340809361287,1.0,0.9662921348314607,0.946304218333332,0.901889355879055,0.036897637947314696
0.25,1,46,185,22901,1.0,0.979757085020243,0.9897750511247444,0.9956230823843542,0.986933241103748,0.0,1.0,0.9719101123595506,0.9068458400394633,0.9110955317562862,0.039049578545320984
0.25,2,46,185,22901,0.9641434262948207,0.979757085020243,0.9718875502008032,0.9982681829277841,0.9888311321761786,0.0014627011214041932,1.0,0.9719101123595506,0.9131926316515637,0.9097364234311821,0.02769142646270517
0.25,3,46,185,22901,0.979757085020243,0.979757085020243,0.979757085020243,0.9992446329791398,0.9928092935445895,0.0008126117341134406,1.0,0.9719101123595506,0.9540673365943799,0.9276805202151049,0.004841954491353323
0.25,4,46,185,22901,0.9957627118644068,0.951417004048583,0.9730848861283644,0.9990985602625625,0.9899315810567256,0.00016252234682268812,0.9565217391304348,0.949438202247191,0.9013782460817289,0.9144756340900879,0.07697638851945968
0.25,5,46,185,22901,0.9796747967479674,0.9757085020242915,0.9776876267748479,0.995461876007951,0.9869789120040819,0.0008126117341134406,1.0,0.9662921348314607,0.9681546698874999,0.9140563786929087,0.023151249730355074
0.25,6,46,185,22901,0.9877551020408163,0.979757085020243,0.983739837398374,0.9990399995788894,0.9905015790101809,0.00048756704046806434,1.0,0.9719101123595506,0.9509103589516531,0.9204813788723537,0.009308709345455796
0.25,7,46,185,22901,0.979757085020243,0.979757085020243,0.979757085020243,0.9948387640142624,0.9893183714861713,0.0008126117341134406,1.0,0.9719101123595506,0.9785236543343443,0.9161854979326864,0.015864385859407703
0.25,8,46,185,22901,0.9957627118644068,0.951417004048583,0.9730848861283644,0.9991452772124588,0.9898108675926838,0.00016252234682268812,0.9565217391304348,0.949438202247191,0.9237814725881822,0.912808102104507,0.12437775330450751
0.25,9,46,185,22901,0.9877049180327869,0.9757085020242915,0.9816700610997964,0.9990636870464426,0.9911705078409915,0.00048756704046806434,1.0,0.9662921348314607,0.9581925430873723,0.9213118556912452,0.03152535680522279
0.5,0,92,185,22947,0.972,0.9838056680161943,0.9778672032193159,0.9979181347961661,0.9896987884210285,0.0011376564277588168,1.0,0.9775280898876404,0.9567169573619398,0.9174241751092878,0.01252670893744265
0.5,1,92,185,22947,0.9958847736625515,0.979757085020243,0.9877551020408163,0.9979043171067601,0.9896563667016397,0.00016252234682268812,1.0,0.9719101123595506,0.9560762328489253,0.9232566640624806,0.03843628344204396
0.5,2,92,185,22947,0.9958677685950413,0.9757085020242915,0.9856850715746421,0.9991735705764806,0.9918264496252838,0.00016252234682268812,1.0,0.9662921348314607,0.9829833981403616,0.9191292072844761,0.08007598061201875
0.5,3,92,185,22947,0.9917355371900827,0.97165991902834,0.9815950920245399,0.9992531867868674,0.9916526199993354,0.00032504469364537625,1.0,0.9606741573033708,0.9863540173110514,0.9144901226471263,0.03494806437790594
0.5,4,92,185,22947,0.975609756097561,0.97165991902834,0.973630831643002,0.999099876232982,0.9906491126300839,0.0009751340809361287,0.9855072463768116,0.9662921348314607,0.9840052531744171,0.9093867925468528,0.012354352244881217
0.5,5,92,185,22947,0.979757085020243,0.979757085020243,0.979757085020243,0.9945295109656526,0.9876403423274608,0.0008126117341134406,1.0,0.9719101123595506,0.9672648684893698,0.927079766119347,0.013104817836361355
0.5,6,92,185,22947,0.983739837398374,0.979757085020243,0.9817444219066938,0.9988814251433256,0.9908365249520799,0.0006500893872907525,1.0,0.9719101123595506,0.9630027964478365,0.9264816600607172,0.00706514758758554
0.5,7,92,185,22947,0.983739837398374,0.979757085020243,0.9817444219066938,0.9957171742693568,0.9895823731310258,0.0006500893872907525,1.0,0.9719101123595506,0.9794289490405219,0.9214650053378918,0.018633605116555246
0.5,8,92,185,22947,0.99581589958159,0.9635627530364372,0.9794238683127572,0.9974279358148588,0.9850436305440994,0.00016252234682268812,1.0,0.949438202247191,0.9728879330669865,0.8982824391391145,0.08532255278262632
0.5,9,92,185,22947,0.979757085020243,0.979757085020243,0.979757085020243,0.9988399720751077,0.9907597467998573,0.0008126117341134406,1.0,0.9719101123595506,0.9637316078761868,0.9266076992023653,0.005645549518106266
1.0,0,185,185,23040,0.9836734693877551,0.9757085020242915,0.9796747967479674,0.9970627540234149,0.989130420819085,0.0006500893872907525,1.0,0.9662921348314607,0.9931077717499214,0.908850157080071,0.03416110419188894
1.0,1,185,185,23040,0.9918367346938776,0.9838056680161943,0.9878048780487805,0.9978279908224222,0.9885339159193007,0.00032504469364537625,1.0,0.9775280898876404,0.9833567967201201,0.9162359041718965,0.017407890149820363
1.0,2,185,185,23040,0.9958677685950413,0.9757085020242915,0.9856850715746421,0.9987300885450696,0.99049563930661,0.00016252234682268812,1.0,0.9662921348314607,0.9885075822070192,0.9145667819146654,0.10167732880891639
1.0,3,185,185,23040,0.9958847736625515,0.979757085020243,0.9877551020408163,0.9989755170283282,0.9915721520219059,0.00016252234682268812,1.0,0.9719101123595506,0.9857119022527974,0.9252541508499292,0.045555709213705727
1.0,4,185,185,23040,0.9958333333333333,0.9676113360323887,0.9815195071868583,0.9982602871052665,0.9883422712593322,0.00016252234682268812,1.0,0.9550561797752809,0.9960382719443068,0.9140820142552982,0.045497930553202615
1.0,5,185,185,23040,0.9918032786885246,0.979757085020243,0.9857433808553971,0.998666921964928,0.9897923547688542,0.00032504469364537625,1.0,0.9719101123595506,0.97704046857086,0.9187479033720801,0.018167034068539114
1.0,6,185,185,23040,0.99581589958159,0.9635627530364372,0.9794238683127572,0.9987847013174838,0.9895406059589048,0.00016252234682268812,1.0,0.949438202247191,0.9870976370340196,0.9199373401489681,0.07641890373167709
1.0,7,185,185,23040,0.9958847736625515,0.979757085020243,0.9877551020408163,0.9956849329940761,0.9893144247665561,0.00016252234682268812,1.0,0.9719101123595506,0.9978683469645038,0.9217286041003788,0.0230089289101992
1.0,8,185,185,23040,0.995850622406639,0.97165991902834,0.9836065573770492,0.9991946261031944,0.991997395808468,0.00016252234682268812,1.0,0.9606741573033708,0.987771590570175,0.923712435043895,0.030670568509865978
1.0,9,185,185,23040,0.9836065573770492,0.97165991902834,0.9775967413441955,0.9985912536658001,0.9898277091341694,0.0006500893872907525,1.0,0.9606741573033708,0.9772662993824176,0.9149646184412247,0.03615988901943739
