channel,ks_stat,ks_pvalue,cohens_d,abs_d,wasserstein_norm,mean_RF,mean_NonRF,ks_significant_bh
l1app_main_ebbupool_act_1_range,0.8499562221630058,2.1535083869682038e-116,-2.541117771330243,2.541117771330243,1.6144466484549131,0.08234533507577858,0.1397113117919124,True
l1app_main_ebbupool_act_1_max,0.8499562221630058,2.1535083869682038e-116,-2.541002081763232,2.541002081763232,1.6144170667135855,0.08234533507577858,0.13971086465454566,True
gnb_cu_pdcp_0_0_f1_worker_0_irq,0.8784403669724771,1.1654249806019224e-126,-2.2291338644879155,2.2291338644879155,1.5251442965368338,0.0,0.2057052752293578,True
l1app_main_ebbupool_act_1_irq,0.8522498001446572,3.454414171539736e-117,-2.094196773440172,2.094196773440172,1.479897060148639,0.05364371479114061,0.11199521436996826,True
gnb_cu_pdcp_0_0_recv_data_0_std,0.9540237542350298,7.590031509495214e-160,1.9552344644911424,1.9552344644911424,1.4284769808086062,0.14226237996732546,0.07229077789415563,True
l1app_main_ebbupool_act_1_std,0.8632799116829724,4.419642357022155e-121,-1.7201876256792232,1.7201876256792232,1.6118911303093857,0.07403373960173723,0.14434953902873698,True
l1app_main_fh_main_poll-22_max,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_kurtosis,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_outliers,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_mean,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_total_runtime,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_skewness,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_std,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_total_events,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_range,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_fh_main_poll-22_var,0.6238532110091743,2.9679521458523863e-57,-1.588153306616272,1.588153306616272,1.2653544924832174,0.0,0.19294724770642202,True
l1app_main_ebbupool_act_2_outliers,0.6559633027522935,7.328232963252923e-64,-1.5132634697752516,1.5132634697752516,1.2265955398460389,0.047500673950074,0.10763215728813287,True
l1app_main_ebbupool_act_2_total_runtime,0.6559633027522935,7.328232963252923e-64,-1.511443703251626,1.511443703251626,1.2256286845484026,0.06315828956416286,0.12352496930269884,True
l1app_main_ebbupool_act_2_std,0.6536697247706422,2.2561622406224318e-63,-1.4964258900591454,1.4964258900591454,1.2176035683023059,0.06009107624099462,0.11846471812849471,True
l1app_main_ebbupool_act_2_total_events,0.6559633027522935,7.328232963252923e-64,-1.491790400282226,1.491790400282226,1.2151098426644151,0.06168888605304093,0.11916246307466966,True
l1app_main_ebbupool_act_2_range,0.6399082568807339,1.6980555017066488e-60,-1.443335156018215,1.443335156018215,1.1885677402581543,0.07910244497644456,0.12404414780711362,True
l1app_main_ebbupool_act_2_max,0.6399082568807339,1.6980555017066488e-60,-1.4424836215978165,1.4424836215978165,1.1880934851358267,0.07910185770993411,0.12403181263613045,True
gnb_cu_pdcp_0_0_recv_data_0_kurtosis,0.6455137234002055,1.1991748435307259e-61,1.4212218729005672,1.4212218729005672,1.1790494510676304,0.3147045435438018,0.2619049892752269,True
l1app_main_ebbupool_act_3_std,0.6144695268186836,2.015092480284333e-55,1.3936417110803303,1.3936417110803303,1.1606701320149075,0.14748458819332458,0.08629746250316946,True
l1app_main_ebbupool_act_2_irq,0.6545452815105257,1.454290983259681e-63,-1.3782307433038645,1.3782307433038645,1.151517195913323,0.04812074293424974,0.08910211990160201,True
l1app_main_ebbupool_act_3_total_runtime,0.5655525524382352,1.9954173061548554e-46,1.372040352303473,1.372040352303473,1.148206846482896,0.15673459233151926,0.09060091448304566,True
l1app_main_ebbupool_act_3_var,0.6518139251589326,5.553266698479386e-63,1.3575706876698599,1.3575706876698599,1.1768227936280864,0.07354894357721835,0.042273548410624376,True
l1app_main_ebbupool_act_3_total_events,0.5632589744565838,4.97673943158483e-46,1.3385518365451987,1.3385518365451987,1.128473225638485,0.1515197408273507,0.08854653664163438,True
l1app_main_ebbupool_act_3_outliers,0.5883836461228064,1.7060363832770186e-50,1.3282837886595427,1.3282837886595427,1.1314775223522675,0.12735107513260543,0.07516280650572399,True
l1app_main_ebbupool_act_2_var,0.5999562221630058,1.2254428390690551e-52,-1.3181896158241158,1.3181896158241158,1.1186083496070058,0.029156375987478434,0.058157763443887234,True
l1app_main_ebbupool_act_3_max,0.5641345311964673,3.527789109450829e-46,1.3082237780432293,1.3082237780432293,1.1106174202161412,0.1455143609574969,0.09344933379373145,True
l1app_main_ebbupool_act_3_range,0.5641345311964673,3.527789109450829e-46,1.3082235184680544,1.3082235184680544,1.1106172630348214,0.1455143609574969,0.09344939907175412,True
gnb_cu_pdcp_0_0_recv_data_0_skewness,0.5863184742472115,4.045974024174051e-50,1.25970111747653,1.25970111747653,1.0833835399133904,0.3167240891713819,0.27429260522844867,True
gnb_cu_pdcp_0_0_pdcp_worker_0_range,0.6104248353572652,1.2352949313023596e-54,-1.2574864552804632,1.2574864552804632,1.078589578432392,0.00785243753981448,0.020349961793084348,True
gnb_cu_pdcp_0_0_pdcp_worker_0_outliers,0.5443488522593171,7.773712453819784e-43,1.2023048402771759,1.2023048402771759,1.044712820124807,0.146523398281504,0.106172668506229,True
gnb_cu_pdcp_0_0_pdcp_worker_0_total_events,0.554065628687807,1.8357391077447933e-44,1.1598807173376757,1.1598807173376757,1.0159837868841746,0.15052617055313716,0.11128555518604917,True
gnb_cu_pdcp_0_0_pdcp_worker_0_total_runtime,0.5563592066694583,7.502261794779109e-45,1.1571563601540371,1.1571563601540371,1.014372994278813,0.1496142683187461,0.11063430781066076,True
gnb_cu_pdcp_0_0_pdcp_worker_0_kurtosis,0.5077562906848376,4.806006052248482e-37,1.0985015799397415,1.0985015799397415,0.976852887270084,0.32115635439691703,0.2422871856646903,True
gnb_cu_pdcp_0_0_pdcp_worker_0_skewness,0.5077562906848376,4.806006052248482e-37,1.0981739955025052,1.0981739955025052,0.9766302287318671,0.321342952827695,0.2424863268377755,True
gnb_cu_pdcp_0_0_pdcp_worker_0_mean,0.5126765388861395,8.575739299690291e-38,1.0637510374829289,1.0637510374829289,0.9519538448759118,0.28529498655024405,0.21774526813212747,True
l1app_main_ebbupool_act_3_irq,0.5682839087898283,6.692587975717142e-47,1.0624985258440593,1.0624985258440593,0.9662097873168004,0.1214647169584308,0.07329829016933619,True
gnb_cu_pdcp_0_0_recv_data_0_outliers,0.722829190300354,3.0137571214343524e-79,1.0507885726291817,1.0507885726291817,1.2368820883922087,0.13258933050256547,0.09617099308178102,True
gnb_cu_pdcp_0_0_recv_data_0_var,0.750123719974114,2.7708732359870787e-86,1.042363401950885,1.042363401950885,0.9337608240875426,0.07476982636632266,0.026612160692670715,True
l1app_main_ebbupool_act_1_mean,0.479100841295824,7.432024765901583e-33,1.041636497936819,1.041636497936819,0.9375107025585021,0.30345495651124427,0.2747520739383517,True
dumgr_du_1_dumgr_du_1_irq,0.4316018881571434,1.5550493012730424e-26,1.000148205687082,1.000148205687082,0.903135955306239,0.009481417098279687,0.0072094469091966065,True
gnb_du_layer2_rlcAccum_DU1_std,0.5558738436940881,8.887517455798254e-45,0.9910743502025622,0.9910743502025622,0.8984338196681009,0.10267788820988905,0.06887820727883949,True
gnb_du_layer2_LowPrio_DU1_C0_range,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_total_runtime,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_std,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_skewness,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_max,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_var,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_total_events,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_mean,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_kurtosis,0.3761467889908257,4.1984541465456327e-20,-0.9595251771430544,0.9595251771430544,0.8729733950553131,0.0,0.11937356651376146,True
gnb_du_layer2_LowPrio_DU1_C0_outliers,0.3761467889908257,4.1984541465456327e-20,-0.9593505850865903,0.9593505850865903,0.872842297620457,0.0,0.11912270642201835,True
gnb_du_layer2_LowPrio_DU1_C0_irq,0.3761467889908257,4.1984541465456327e-20,-0.9585342351732314,0.9585342351732314,0.8722291520717012,0.0,0.1184418004587156,True
l1app_main_ebbupool_act_3_mean,0.5591095968632228,2.5743883280760985e-45,-0.942070677367554,0.942070677367554,0.8602244732328087,0.005637397565511809,0.009505494472884719,True
l1app_main_ebbupool_act_3_kurtosis,0.5101926224827744,2.0802642538339734e-37,0.9355602289646622,0.9355602289646622,0.8644525230657127,0.3177073476720153,0.28339667731058704,True
gnb_du_layer2_rlcAccum_DU1_range,0.3899653584072481,1.3175953505189347e-21,-0.8931905237778682,0.8931905237778682,0.8250796212351854,0.025472760528975256,0.03167713815218197,True
gnb_cu_pdcp_0_0_pdcp_master_0_total_events,0.3394495412844037,2.192343615417733e-16,-0.8874061670691386,0.8874061670691386,0.8177684745256741,0.00035929290585739624,0.048598359536791834,True
gnb_cu_pdcp_0_0_pdcp_master_0_total_runtime,0.3394495412844037,2.192343615417733e-16,-0.8874011364854858,0.8874011364854858,0.8177637057387548,0.0003472716715771326,0.048484994046327445,True
gnb_cu_pdcp_0_0_pdcp_master_0_outliers,0.3394495412844037,2.192343615417733e-16,-0.8864592520822179,0.8864592520822179,0.8171515723931323,0.00031704250308303396,0.04950797602057285,True
l1app_main_ebbupool_act_1_kurtosis,0.5907152917888004,6.21043126833771e-51,-0.8838942806318558,0.8838942806318558,0.8236777337768615,0.2845998892398296,0.3106901483661538,True
BHRX_In_kurtosis,0.46865126194373596,2.147268195661375e-31,0.8490097547538916,0.8490097547538916,0.8054134143474284,0.5009165765849015,0.3284405479634847,True
BHRX_Out_kurtosis,0.46865126194373596,2.147268195661375e-31,0.8487041271873641,0.8487041271873641,0.8051731461575645,0.5009145123103471,0.3285071248479119,True
BHRX_In_skewness,0.46865126194373596,2.147268195661375e-31,0.8378301362366546,0.8378301362366546,0.79661574589103,0.5098470146014236,0.339297885968085,True
BHRX_Out_skewness,0.46865126194373596,2.147268195661375e-31,0.8375780655166134,0.8375780655166134,0.7964160842279348,0.5098448394028725,0.33934916981384844,True
gnb_cu_l3_l3_main_irq,0.3801819635311584,1.5417349295855826e-20,0.8310468757917439,0.8310468757917439,0.7731485194165502,0.0057378112033195025,0.0015409977064220184,True
gnb_cu_pdcp_0_0_pdcp_master_0_std,0.4715539228748715,8.626720688292371e-32,-0.8294615098534495,0.8294615098534495,0.7718854621104133,0.0004381681747755801,0.04100832801894018,True
l1app_main_ebbupool_act_3_skewness,0.4547089725531996,1.6668258667637913e-29,0.823115702840203,0.823115702840203,0.777818280617213,0.31880509912102056,0.29086900337539406,True
mac_ul_CRC_Min,0.3152099432791503,3.7228390618239703e-14,0.8170575649802314,0.8170575649802314,0.7618785913541546,0.014522821576763486,0.0034403669724770644,True
gnb_cu_l3_l3_main_max,0.40691499486086263,1.5061797493480633e-23,0.7999120091388574,0.7999120091388574,0.7607900321671976,0.06002334161000751,0.04729787874731893,True
gnb_cu_pdcp_0_0_pdcp_master_0_range,0.49494651490349845,3.886960402793507e-35,-0.7847449411273277,0.7847449411273277,0.7414231533443708,0.030093498284545925,0.04060059202057437,True
l1app_main_ebbupool_act_1_var,0.8632799116829724,4.419642357022155e-121,-0.7696212256808486,0.7696212256808486,1.3032733391702307,0.04198536458058105,0.07002877563648267,True
gnb_du_layer2_rlcAccum_DU1_var,0.5572918649358559,5.085278712431886e-45,0.7559528017789933,0.7559528017789933,0.7122057633333068,0.04918303812131347,0.019949104870806252,True
dumgr_du_1_dumgr_du_1_std,0.4270147321938407,5.776039839740543e-26,0.7310736234790304,0.7310736234790304,0.6995385951765871,0.00241737485103912,0.0020844144217318583,True
gnb_cu_l3_l3_main_mean,0.2747820625071377,7.918289637154969e-11,0.6901780117249462,0.6901780117249462,0.6561966824430959,0.06496910997415233,0.05423948051057619,True
l1app_main_ebbupool_act_2_mean,0.6632818150671894,1.935372001824092e-65,0.6882217375282871,0.6882217375282871,0.6545196335206568,0.012758575480323114,0.008001347196714552,True
gnb_cu_pdcp_0_0_pdcp_master_0_var,0.5023506795081655,3.159012743454205e-36,-0.6702887447706057,0.6702887447706057,0.6390810937317357,7.741352439120325e-07,0.01748724294484216,True
mac_ul_CRC_Loss_Rate,0.26475122768282006,4.465598015002043e-10,0.662421550152842,0.662421550152842,0.63227131127904,0.00700546585848696,0.001991495945021764,True
mac_bsr_update_kurtosis,0.27797023107084395,4.5064160115149494e-11,0.6090338890244265,0.6090338890244265,0.5930368188996923,0.0759210626583129,0.04947316949042158,True
mac_bsr_update_skewness,0.2898758993490426,5.163402544749466e-12,0.6054194892551075,0.6054194892551075,0.589823558245265,0.08069087781352126,0.0543547018149167,True
l1app_main_fh_main_poll-22_irq,0.22247706422018348,3.141118632365764e-07,-0.5980264908351112,0.5980264908351112,0.5757079989300167,0.0,0.0043004587155963305,True
mac_ul_CRC_Loss,0.27467737637519507,8.060348256771018e-11,0.597704226745104,0.597704226745104,0.5754213177651962,0.012760956940377379,0.004890875867955118,True
l1app_main_ebbupool_act_1_skewness,0.5395047394267006,4.7691831495128445e-42,-0.581620327695966,0.581620327695966,0.6125233335427085,0.29413534719419676,0.3110764590049282,True
ptp4l_ptp4l_kurtosis,0.2450892687197838,1.0916851935828073e-08,0.5793478018195303,0.5793478018195303,0.5644555178304049,0.12644075362699655,0.11830532721696643,True
gnb_cu_pdcp_0_0_pdcp_master_0_max,0.2716795462332026,1.3723188499098466e-10,-0.5655383437099428,0.5655383437099428,0.5703192258688301,0.05594365923236515,0.06071486166857798,True
gnb_du_layer2_pr_accumulator_std,0.1411454566218737,0.003614785785419112,0.5604885093534779,0.5604885093534779,0.5436909924919233,0.017197851584335455,0.013602133797601276,True
gnb_du_layer2_pr_accumulator_var,0.11574479424416613,0.028236553584851987,0.5517292223846233,0.5517292223846233,0.5383909183979286,0.0013754984045824367,0.0006516227887680651,True
gnb_du_layer2_pr_accumulator_max,0.24484182877155583,1.1402725600978751e-08,0.5473151552910936,0.5473151552910936,0.5364701479851921,0.16102610655221702,0.15236166926152114,True
l1app_main_ebbupool_act_2_kurtosis,0.4066675549126347,1.6368783782423716e-23,-0.5353108018915336,0.5353108018915336,0.5355412279391769,0.2783871471758205,0.2957342145110079,True
mac_sinr_update_range,0.27455365640108115,8.265927656604305e-11,0.5245817055639561,0.5245817055639561,0.5119091892839603,0.02803751962772412,0.020330771645520378,True
ptp4l_ptp4l_skewness,0.2152537211161445,8.596911238106928e-07,0.5238476475145663,0.5238476475145663,0.5153586585287068,0.17261061452607396,0.16357806593248056,True
gnb_cu_l3_l3_main_total_events,0.4531006128897179,2.704913045031541e-29,0.5054709208528007,0.5054709208528007,0.4919738671356864,0.0006625780540361954,0.0004402516917102605,True
l1_avg_pdsch,0.20776390422170618,2.344213045257052e-06,0.505078994498153,0.505078994498153,0.4921259213540349,0.1288174626139281,0.06995541797178545,True
l1_avg_pusch_count,0.2734877612394838,9.93320603146184e-11,0.4938689618991845,0.4938689618991845,0.4814303085834908,0.36026098227120656,0.23257524624825754,True
gnb_cu_l3_l3_main_total_runtime,0.4511401271460657,4.861928320963517e-29,0.4883560108270723,0.4883560108270723,0.4761963197815523,0.0006675879085529209,0.0004442452750356447,True
mac_csi_report_min,0.20947695001713046,1.8677956954702658e-06,-0.48790122474542363,0.48790122474542363,0.4757758824598249,0.09357711162246161,0.10835722707096623,True
mac_csi_report_var,0.32800068521831816,2.616926537032955e-15,-0.4806328251047067,0.4806328251047067,0.46904817758652584,0.030057541758235665,0.04989667769925724,True
mac_rlc_size_skewness,0.3508698465872321,1.7139173988174654e-17,0.47233095930163377,0.47233095930163377,0.46618704010644,0.603870983811335,0.5492889673338024,True
f1u_rlc_size_min,0.21562488103848643,8.163435467765898e-07,0.4710019089056167,0.4710019089056167,0.4743757104579544,0.12291803715327422,0.060090372671983035,True
MHTX_Out_min,0.21562488103848643,8.163435467765898e-07,0.4710019089056167,0.4710019089056167,0.4743757104579544,0.12291803715327422,0.060090372671983035,True
MHTX_In_min,0.21562488103848643,8.163435467765898e-07,0.4707211774717474,0.4707211774717474,0.4741126637719183,0.12291803715327422,0.06011673327043563,True
BHTX_In_min,0.21562488103848643,8.163435467765898e-07,0.4703826857446479,0.4703826857446479,0.4732537807899257,0.12235593805678915,0.05959174317391076,True
BHTX_Out_min,0.21562488103848643,8.163435467765898e-07,0.4703826857446479,0.4703826857446479,0.4732537807899257,0.12235593805678915,0.05959174317391076,True
MHRX_In_kurtosis,0.3485096501579809,2.892577635104113e-17,0.46742319045254327,0.46742319045254327,0.4843688269757047,0.4836992498069878,0.38528302424681293,True
MHRX_Out_kurtosis,0.3485096501579809,2.892577635104113e-17,0.4670856392795636,0.4670856392795636,0.4840553903020097,0.48363675013246377,0.3852905778368132,True
MHRX_In_skewness,0.3485096501579809,2.892577635104113e-17,0.45976907735136335,0.45976907735136335,0.47764885000593804,0.49757958899147775,0.40212565555382485,True
MHRX_Out_skewness,0.3485096501579809,2.892577635104113e-17,0.4594305590369184,0.4594305590369184,0.47733351916264116,0.49751683469877206,0.4021313184052022,True
gnb_du_layer2_rlcWorkrDU1__skewness,0.11926605504587157,0.02174873492883483,-0.454546501971291,0.454546501971291,0.44477674411443857,0.0,0.033271690232491276,True
rlc_f1u_size_kurtosis,0.33791731698960753,3.067912299050478e-16,0.4536632518396929,0.4536632518396929,0.47107618713751276,0.5009959046786875,0.40486925266204626,True
gnb_du_layer2_rlcWorkrDU1__kurtosis,0.11926605504587157,0.02174873492883483,-0.4518053555608733,0.4518053555608733,0.44221511382589174,0.0,0.032028393768662705,True
gnb_du_layer2_TxCtrl_DU1_C0_kurtosis,0.2636282309947086,5.422085057988678e-10,-0.4489669598880355,0.4489669598880355,0.45371340518305536,0.20816231200556537,0.23079448686314558,True
gnb_du_layer2_rlcWorkrDU1__total_runtime,0.11926605504587157,0.02174873492883483,-0.4485138892574332,0.4485138892574332,0.4391364415978376,0.0,0.0194821790407557,True
gnb_du_layer2_rlcWorkrDU1__mean,0.11926605504587157,0.02174873492883483,-0.44837334008189716,0.44837334008189716,0.4390049120985821,0.0,0.02776212275985184,True
gnb_du_layer2_rlcWorkrDU1__total_events,0.11926605504587157,0.02174873492883483,-0.44554101129806206,0.44554101129806206,0.4363531836455912,0.0,0.018007603960983252,True
rlc_f1u_size_skewness,0.33791731698960753,3.067912299050478e-16,0.44507578706371254,0.44507578706371254,0.4630837043808877,0.5099223731742608,0.4157167887656924,True
mac_csi_report_mean,0.21079028512695572,1.5676363057563493e-06,-0.4445674483902888,0.4445674483902888,0.43544118831735174,0.11026291314877677,0.11964212451984577,True
l1_pusch_count,0.25493928204347327,2.2782578755600568e-09,0.43248112951882167,0.43248112951882167,0.4242437601826811,0.500958344133965,0.3850363512702901,True
mac_rlc_size_kurtosis,0.3508698465872321,1.7139173988174654e-17,0.4314763147504849,0.4314763147504849,0.4267814867458804,0.590231094092007,0.5292826186557975,True
dumgr_du_1_dumgr_du_1_total_runtime,0.33068445696448284,1.476605957949893e-15,0.429795776898685,0.429795776898685,0.4251880957658948,0.0024665027909479354,0.0023023374257192717,True
dumgr_du_1_dumgr_du_1_total_events,0.32653507937112186,3.5678555586613476e-15,0.42045388119246097,0.42045388119246097,0.41648611845281386,0.002149837324395776,0.002007955229742914,True
mac_csi_report_max,0.09499790627736115,0.11197629983366851,-0.4167582830227003,0.4167582830227003,0.4092824226965266,0.11495937074725883,0.1237456995412844,False
mac_ul_CRC_Total,0.24386158589972973,1.3272310454484363e-08,0.4157288788277586,0.4157288788277586,0.41139960206104,0.09222323564895626,0.0710103253798838,True
mac_csi_report_std,0.30823404012333927,1.516575533311028e-13,-0.4157159952539124,0.4157159952539124,0.4082979995353904,0.049961503068307815,0.0665238144259618,True
l1app_main_ebbupool_act_0_mean,0.263799535574251,5.269449228166302e-10,0.4072895491315878,0.4072895491315878,0.40032901991124753,0.012596209471682048,0.010408170361054736,True
gnb_cu_pdcp_0_0_recv_data_0_range,0.2539400053294758,2.6722705118115197e-09,-0.39638171115843385,0.39638171115843385,0.4090028697480816,0.0033502596801463745,0.00408040064092247,True
gnb_cu_pdcp_0_0_recv_data_0_max,0.2539400053294758,2.6722705118115197e-09,-0.39622648574440933,0.39622648574440933,0.40845818150361796,0.003347804146737664,0.004078605499304404,True
gnb_du_layer2_rlcWorkrDU1__range,0.11926605504587157,0.02174873492883483,-0.3928472287090519,0.3928472287090519,0.3866286218967865,0.0,0.005085444962178622,True
gnb_du_layer2_rlcWorkrDU1__max,0.11926605504587157,0.02174873492883483,-0.3928472287090519,0.3928472287090519,0.3866286218967865,0.0,0.005085444962178622,True
ptp4l_ptp4l_irq,0.19212760287791694,1.693749295799726e-05,0.3877009766062165,0.3877009766062165,0.3827230743525163,0.05773221060664575,0.05328158563037121,True
gnb_cu_l3_l3_main_std,0.42405496973619095,1.3447188235150346e-25,0.38440074609599495,0.38440074609599495,0.3785919019171469,0.00032932593124341153,0.0001314046567548499,True
mac_csi_report_kurtosis,0.1926510335376299,1.591729001188916e-05,-0.3842804318244994,0.3842804318244994,0.378477298498278,0.11615990440620118,0.12373935810606414,True
gnb_du_layer2_pr_accumulator_total_runtime,0.15388861395561307,0.0011053764463612034,0.3811761816769658,0.3811761816769658,0.387266412412931,0.14819073032479563,0.14343304930835826,True
gnb_du_layer2_pr_accumulator_total_events,0.15611557348966462,0.0008893203746579345,0.38061496355480356,0.38061496355480356,0.3866915709504135,0.14815447825737513,0.14340181022438162,True
