setting,regime,detector,seed,n_train,n_val,n_test,n_real_test,n_synth_test,threshold,f1,precision,recall,auroc,avg_precision,real_det,synth_det,normal_fpr,fit_time_sec,note
controlled_500,all_origins,PatchTST,1,300,100,100,25,25,0.09999999999999999,0.6575342465753424,0.5,0.96,0.7296,0.7335192563578471,1.0,0.92,0.96,2.7989001274108887,ok_e2e
controlled_500,all_origins,MOMENT,1,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.41,0.47896609992452055,1.0,1.0,1.0,0.804466962814331,ok_foundation
controlled_500,all_origins,Toto,1,300,100,100,25,25,0.39,0.6615384615384615,0.5375,0.86,0.7392,0.7888475374310089,1.0,0.72,0.74,0.9975969791412354,ok_foundation
controlled_500,all_origins,Mantis,1,300,100,100,25,25,0.49,0.7128712871287128,0.7058823529411765,0.72,0.7596,0.7133578459178601,0.92,0.52,0.3,0.32562685012817383,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,1,225,75,100,25,25,0.42000000000000004,0.5794392523364486,0.543859649122807,0.62,0.5356000000000001,0.5652053633279968,0.64,0.6,0.52,1.1602990627288818,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,1,225,75,100,25,25,0.41000000000000003,0.43037974683544306,0.5862068965517241,0.34,0.6104,0.6394155442118361,0.12,0.56,0.24,1.7494440078735352,ok_e2e
controlled_500,synthetic_only,PatchTST,1,225,75,100,25,25,0.17,0.6947368421052632,0.7333333333333333,0.66,0.7092,0.7365474635520222,0.68,0.64,0.24,3.2612030506134033,ok_e2e
controlled_500,synthetic_only,MOMENT,1,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4152,0.48157222768084884,1.0,1.0,1.0,0.8377430438995361,ok_foundation
controlled_500,synthetic_only,Toto,1,225,75,100,25,25,0.59,0.48,0.72,0.36,0.6796000000000001,0.7328244975697268,0.2,0.52,0.14,0.7891271114349365,ok_foundation
controlled_500,synthetic_only,Mantis,1,225,75,100,25,25,0.4,0.5555555555555556,0.625,0.5,0.7176,0.7351492355574893,0.32,0.68,0.3,0.20464587211608887,ok_foundation
controlled_500,all_origins,TimesNet-lite,2,300,100,100,25,25,0.48000000000000004,0.6181818181818182,0.5666666666666667,0.68,0.588,0.637489452338806,0.68,0.68,0.52,1.1342031955718994,ok_e2e
controlled_500,all_origins,InceptionTime-lite,2,300,100,100,25,25,0.55,0.6666666666666666,0.5616438356164384,0.82,0.6599999999999999,0.6874511143907335,0.88,0.76,0.64,5.303222894668579,ok_e2e
controlled_500,all_origins,PatchTST,2,300,100,100,25,25,0.21000000000000002,0.6290322580645161,0.527027027027027,0.78,0.5972000000000001,0.6105719832275169,0.76,0.8,0.7,8.419848918914795,ok_e2e
controlled_500,all_origins,MOMENT,2,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.428,0.47590051302801195,1.0,1.0,1.0,0.8115758895874023,ok_foundation
controlled_500,all_origins,Toto,2,300,100,100,25,25,0.43,0.7920792079207921,0.7843137254901961,0.8,0.8684,0.835918974057345,0.84,0.76,0.22,2.93365216255188,ok_foundation
controlled_500,all_origins,Mantis,2,300,100,100,25,25,0.42000000000000004,0.7272727272727273,0.6197183098591549,0.88,0.8428,0.8696476487016006,0.92,0.84,0.54,0.6457998752593994,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,2,225,75,100,25,25,0.32,0.4421052631578947,0.4666666666666667,0.42,0.5436000000000001,0.5724434654719271,0.28,0.56,0.48,1.2391059398651123,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,2,225,75,100,25,25,0.3,0.5794392523364486,0.543859649122807,0.62,0.5928,0.6283479165049659,0.28,0.96,0.52,4.029378175735474,ok_e2e
controlled_500,synthetic_only,PatchTST,2,225,75,100,25,25,0.37,0.41025641025641024,0.5714285714285714,0.32,0.5616,0.5811725873035487,0.12,0.52,0.24,7.662935018539429,ok_e2e
controlled_500,synthetic_only,MOMENT,2,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.41680000000000006,0.46335879475209274,1.0,1.0,1.0,1.2507522106170654,ok_foundation
controlled_500,synthetic_only,Toto,2,225,75,100,25,25,0.47000000000000003,0.5853658536585366,0.75,0.48,0.7152,0.7436029750020581,0.16,0.8,0.16,0.33343005180358887,ok_foundation
controlled_500,synthetic_only,Mantis,2,225,75,100,25,25,0.48000000000000004,0.5352112676056338,0.9047619047619048,0.38,0.6328,0.7217329726725747,0.08,0.68,0.04,0.1417989730834961,ok_foundation
controlled_500,all_origins,TimesNet-lite,3,300,100,100,25,25,0.37,0.6187050359712231,0.48314606741573035,0.86,0.46440000000000003,0.5246134726821533,0.72,1.0,0.92,1.7253949642181396,ok_e2e
controlled_500,all_origins,InceptionTime-lite,3,300,100,100,25,25,0.36000000000000004,0.6474820143884892,0.5056179775280899,0.9,0.5892,0.6437002136237083,0.92,0.88,0.88,5.158622980117798,ok_e2e
controlled_500,all_origins,PatchTST,3,300,100,100,25,25,0.03,0.6802721088435374,0.5154639175257731,1.0,0.5848,0.5805443739183525,1.0,1.0,0.94,2.8684120178222656,ok_e2e
controlled_500,all_origins,MOMENT,3,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.5107999999999999,0.48908905387361384,1.0,1.0,1.0,1.1169729232788086,ok_foundation
controlled_500,all_origins,Toto,3,300,100,100,25,25,0.47000000000000003,0.6060606060606061,0.6122448979591837,0.6,0.6639999999999999,0.6729068265311149,0.56,0.64,0.38,3.2712199687957764,ok_foundation
controlled_500,all_origins,Mantis,3,300,100,100,25,25,0.32,0.7350427350427351,0.6417910447761194,0.86,0.768,0.7894301060215962,0.8,0.92,0.48,0.48578500747680664,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,3,225,75,100,25,25,0.36000000000000004,0.5985401459854015,0.47126436781609193,0.82,0.4692,0.5255993136939308,0.72,0.92,0.92,2.442756175994873,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,3,225,75,100,25,25,0.42000000000000004,0.5066666666666667,0.76,0.38,0.6692,0.6911328188288205,0.16,0.6,0.12,4.544687747955322,ok_e2e
controlled_500,synthetic_only,PatchTST,3,225,75,100,25,25,0.03,0.6285714285714286,0.4888888888888889,0.88,0.49560000000000004,0.5182665612655493,0.84,0.92,0.92,6.5472571849823,ok_e2e
controlled_500,synthetic_only,MOMENT,3,225,75,100,25,25,0.43,0.625,0.5128205128205128,0.8,0.512,0.48953223211717567,0.76,0.84,0.76,1.1073620319366455,ok_foundation
controlled_500,synthetic_only,Toto,3,225,75,100,25,25,0.35000000000000003,0.5591397849462365,0.6046511627906976,0.52,0.6796,0.6742201396613308,0.2,0.84,0.34,0.8035941123962402,ok_foundation
controlled_500,synthetic_only,Mantis,3,225,75,100,25,25,0.5700000000000001,0.6363636363636364,0.7368421052631579,0.56,0.7244000000000002,0.7289044273375154,0.44,0.68,0.2,0.46108102798461914,ok_foundation
controlled_500,all_origins,TimesNet-lite,4,300,100,100,25,25,0.43,0.6222222222222222,0.49411764705882355,0.84,0.48,0.5557455993219506,0.88,0.8,0.86,1.887894868850708,ok_e2e
controlled_500,all_origins,InceptionTime-lite,4,300,100,100,25,25,0.38,0.6666666666666666,0.5,1.0,0.7368,0.7221508950448943,1.0,1.0,1.0,5.99449610710144,ok_e2e
controlled_500,all_origins,PatchTST,4,300,100,100,25,25,0.11,0.6617647058823529,0.5232558139534884,0.9,0.7016000000000001,0.7338286010639574,0.88,0.92,0.82,10.263134956359863,ok_e2e
controlled_500,all_origins,MOMENT,4,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4952,0.5549598801572735,1.0,1.0,1.0,1.0304419994354248,ok_foundation
controlled_500,all_origins,Toto,4,300,100,100,25,25,0.46,0.8,0.7636363636363637,0.84,0.8423999999999999,0.8675173976095092,0.88,0.8,0.26,3.4968149662017822,ok_foundation
controlled_500,all_origins,Mantis,4,300,100,100,25,25,0.43,0.8076923076923077,0.7777777777777778,0.84,0.88,0.8629905385253307,0.84,0.84,0.24,0.3839249610900879,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,4,225,75,100,25,25,0.4,0.35,0.4666666666666667,0.28,0.46360000000000007,0.5286415197747846,0.32,0.24,0.32,2.0438730716705322,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,4,225,75,100,25,25,0.35000000000000003,0.6031746031746031,0.5,0.76,0.518,0.5144578245879631,0.64,0.88,0.76,4.347766876220703,ok_e2e
controlled_500,synthetic_only,PatchTST,4,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.64,0.6344292401340371,1.0,1.0,1.0,7.38320779800415,ok_e2e
controlled_500,synthetic_only,MOMENT,4,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4972,0.5530082694033097,1.0,1.0,1.0,0.7330420017242432,ok_foundation
controlled_500,synthetic_only,Toto,4,225,75,100,25,25,0.77,0.4117647058823529,0.7777777777777778,0.28,0.6988000000000001,0.7206920791605345,0.04,0.52,0.08,0.7269220352172852,ok_foundation
controlled_500,synthetic_only,Mantis,4,225,75,100,25,25,0.63,0.2711864406779661,0.8888888888888888,0.16,0.7515999999999999,0.7677190295968829,0.0,0.32,0.02,0.1302797794342041,ok_foundation
controlled_500,all_origins,TimesNet-lite,5,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.5932,0.5816616125997573,1.0,1.0,1.0,1.531825065612793,ok_e2e
controlled_500,all_origins,InceptionTime-lite,5,300,100,100,25,25,0.43,0.6811594202898551,0.5340909090909091,0.94,0.672,0.6594956993438241,1.0,0.88,0.82,4.946901798248291,ok_e2e
controlled_500,all_origins,PatchTST,5,300,100,100,25,25,0.13,0.6382978723404256,0.4945054945054945,0.9,0.6032000000000001,0.6058558463039381,0.88,0.92,0.92,10.117150068283081,ok_e2e
controlled_500,all_origins,MOMENT,5,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.3888,0.418478122848562,1.0,1.0,1.0,0.5643901824951172,ok_foundation
controlled_500,all_origins,Toto,5,300,100,100,25,25,0.47000000000000003,0.7878787878787878,0.7959183673469388,0.78,0.8756,0.8897238432265102,0.8,0.76,0.2,1.6280169486999512,ok_foundation
controlled_500,all_origins,Mantis,5,300,100,100,25,25,0.46,0.8163265306122449,0.8333333333333334,0.8,0.8468,0.8587139463729239,0.92,0.68,0.16,0.856863260269165,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,5,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.5476,0.557906931297139,1.0,1.0,1.0,0.9691610336303711,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,5,225,75,100,25,25,0.37,0.5957446808510638,0.6363636363636364,0.56,0.6292,0.6159913131627004,0.44,0.68,0.32,1.694584846496582,ok_e2e
controlled_500,synthetic_only,PatchTST,5,225,75,100,25,25,0.03,0.6577181208053692,0.494949494949495,0.98,0.6,0.603632715269924,0.96,1.0,1.0,3.0387048721313477,ok_e2e
controlled_500,synthetic_only,MOMENT,5,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.38839999999999997,0.41833389207933125,1.0,1.0,1.0,0.29927492141723633,ok_foundation
controlled_500,synthetic_only,Toto,5,225,75,100,25,25,0.31,0.5858585858585859,0.5918367346938775,0.58,0.6951999999999999,0.7248810895686705,0.28,0.88,0.4,0.5281047821044922,ok_foundation
controlled_500,synthetic_only,Mantis,5,225,75,100,25,25,0.53,0.5945945945945946,0.9166666666666666,0.44,0.7576,0.8189871968085776,0.28,0.6,0.04,0.12609195709228516,ok_foundation
controlled_500,all_origins,TimesNet-lite,6,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.604,0.6503470541206051,1.0,1.0,1.0,0.9172279834747314,ok_e2e
controlled_500,all_origins,InceptionTime-lite,6,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.5912,0.676999841023114,1.0,1.0,1.0,2.261436939239502,ok_e2e
controlled_500,all_origins,PatchTST,6,300,100,100,25,25,0.2,0.6766917293233082,0.5421686746987951,0.9,0.6240000000000001,0.6044446701085363,0.96,0.84,0.76,3.793860912322998,ok_e2e
controlled_500,all_origins,MOMENT,6,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.44279999999999997,0.48032784717735644,1.0,1.0,1.0,1.0178489685058594,ok_foundation
controlled_500,all_origins,Toto,6,300,100,100,25,25,0.46,0.7216494845360825,0.7446808510638298,0.7,0.7908000000000001,0.7062099680012617,0.68,0.72,0.24,0.9918112754821777,ok_foundation
controlled_500,all_origins,Mantis,6,300,100,100,25,25,0.46,0.7256637168141593,0.6507936507936508,0.82,0.7492000000000001,0.7296987794294243,0.92,0.72,0.44,0.5385730266571045,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,6,225,75,100,25,25,0.25,0.6229508196721312,0.5277777777777778,0.76,0.6148,0.6586627065979542,0.76,0.76,0.68,1.767549753189087,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,6,225,75,100,25,25,0.4,0.6055045871559633,0.559322033898305,0.66,0.5804,0.565911274472502,0.36,0.96,0.52,4.12834095954895,ok_e2e
controlled_500,synthetic_only,PatchTST,6,225,75,100,25,25,0.26,0.46153846153846156,0.5121951219512195,0.42,0.5608,0.5819817486125856,0.36,0.48,0.4,8.046008110046387,ok_e2e
controlled_500,synthetic_only,MOMENT,6,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4332,0.476289278109748,1.0,1.0,1.0,1.3425378799438477,ok_foundation
controlled_500,synthetic_only,Toto,6,225,75,100,25,25,0.34,0.5777777777777777,0.65,0.52,0.7031999999999999,0.6889287275313786,0.24,0.8,0.28,1.2761950492858887,ok_foundation
controlled_500,synthetic_only,Mantis,6,225,75,100,25,25,0.53,0.4772727272727273,0.5526315789473685,0.42,0.5980000000000001,0.6365186039336582,0.28,0.56,0.34,0.5955829620361328,ok_foundation
controlled_500,all_origins,TimesNet-lite,7,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4876,0.512380025613542,1.0,1.0,1.0,1.7647318840026855,ok_e2e
controlled_500,all_origins,InceptionTime-lite,7,300,100,100,25,25,0.5,0.6902654867256637,0.6190476190476191,0.78,0.76,0.7660171044591554,0.68,0.88,0.48,5.4177751541137695,ok_e2e
controlled_500,all_origins,PatchTST,7,300,100,100,25,25,0.06999999999999999,0.6802721088435374,0.5154639175257731,1.0,0.6920000000000001,0.6936139366500544,1.0,1.0,0.94,10.697917938232422,ok_e2e
controlled_500,all_origins,MOMENT,7,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.36,0.4287668673276416,1.0,1.0,1.0,4.4838361740112305,ok_foundation
controlled_500,all_origins,Toto,7,300,100,100,25,25,0.37,0.7796610169491526,0.6764705882352942,0.92,0.8543999999999999,0.8279271420852292,0.92,0.92,0.44,2.591352939605713,ok_foundation
controlled_500,all_origins,Mantis,7,300,100,100,25,25,0.44,0.711864406779661,0.6176470588235294,0.84,0.7688,0.7931158342404706,1.0,0.68,0.52,0.9338970184326172,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,7,225,75,100,25,25,0.27,0.6037735849056604,0.5714285714285714,0.64,0.5327999999999999,0.5193185962809949,0.56,0.72,0.48,2.153557062149048,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,7,225,75,100,25,25,0.49,0.5794392523364486,0.543859649122807,0.62,0.5872,0.6471122409713909,0.36,0.88,0.52,4.988422870635986,ok_e2e
controlled_500,synthetic_only,PatchTST,7,225,75,100,25,25,0.38,0.4411764705882353,0.8333333333333334,0.3,0.6844000000000001,0.7351409701286157,0.16,0.44,0.06,7.483952045440674,ok_e2e
controlled_500,synthetic_only,MOMENT,7,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.3592,0.42835180622504143,1.0,1.0,1.0,0.5619521141052246,ok_foundation
controlled_500,synthetic_only,Toto,7,225,75,100,25,25,0.53,0.5569620253164557,0.7586206896551724,0.44,0.7156,0.7436525896783295,0.12,0.76,0.14,1.5453391075134277,ok_foundation
controlled_500,synthetic_only,Mantis,7,225,75,100,25,25,0.44,0.5918367346938775,0.6041666666666666,0.58,0.626,0.697821430653476,0.52,0.64,0.38,0.7456772327423096,ok_foundation
controlled_500,all_origins,TimesNet-lite,8,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.5744,0.6080819172598225,1.0,1.0,1.0,2.3812217712402344,ok_e2e
controlled_500,all_origins,InceptionTime-lite,8,300,100,100,25,25,0.5,0.6666666666666666,0.5616438356164384,0.82,0.6584,0.6306426987353109,0.92,0.72,0.64,5.395709991455078,ok_e2e
controlled_500,all_origins,PatchTST,8,300,100,100,25,25,0.17,0.7022900763358778,0.5679012345679012,0.92,0.6651999999999999,0.6730815533730152,0.96,0.88,0.7,10.645954132080078,ok_e2e
controlled_500,all_origins,MOMENT,8,300,100,100,25,25,0.63,0.6666666666666666,0.5106382978723404,0.96,0.6596,0.661455446267269,1.0,0.92,0.92,0.5790379047393799,ok_foundation
controlled_500,all_origins,Toto,8,300,100,100,25,25,0.3,0.7121212121212122,0.573170731707317,0.94,0.8636,0.8605610634939462,0.88,1.0,0.7,0.6975080966949463,ok_foundation
controlled_500,all_origins,Mantis,8,300,100,100,25,25,0.54,0.8282828282828283,0.8367346938775511,0.82,0.886,0.8597335212248538,0.88,0.76,0.16,0.17257905006408691,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,8,225,75,100,25,25,0.28,0.603448275862069,0.5303030303030303,0.7,0.516,0.5639040709758559,0.68,0.72,0.62,1.1034741401672363,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,8,225,75,100,25,25,0.45,0.4,0.45,0.36,0.5428,0.5989169219147166,0.16,0.56,0.44,1.7212061882019043,ok_e2e
controlled_500,synthetic_only,PatchTST,8,225,75,100,25,25,0.28,0.425,0.5666666666666667,0.34,0.5836,0.5757825644136815,0.24,0.44,0.26,3.110234022140503,ok_e2e
controlled_500,synthetic_only,MOMENT,8,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.6592,0.658689744258734,1.0,1.0,1.0,0.36246204376220703,ok_foundation
controlled_500,synthetic_only,Toto,8,225,75,100,25,25,0.37,0.4888888888888889,0.55,0.44,0.5684,0.632168716027544,0.24,0.64,0.36,0.8534629344940186,ok_foundation
controlled_500,synthetic_only,Mantis,8,225,75,100,25,25,0.4,0.5128205128205128,0.7142857142857143,0.4,0.7183999999999999,0.7534066649520632,0.08,0.72,0.16,0.23579072952270508,ok_foundation
controlled_500,all_origins,TimesNet-lite,9,300,100,100,25,25,0.43,0.6711409395973155,0.5050505050505051,1.0,0.6324,0.6690208579099228,1.0,1.0,0.98,1.0465328693389893,ok_e2e
controlled_500,all_origins,InceptionTime-lite,9,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.48960000000000004,0.4958632002539066,1.0,1.0,1.0,2.2090890407562256,ok_e2e
controlled_500,all_origins,PatchTST,9,300,100,100,25,25,0.12,0.6950354609929078,0.5384615384615384,0.98,0.7412,0.7287354522088522,0.96,1.0,0.84,4.003880739212036,ok_e2e
controlled_500,all_origins,MOMENT,9,300,100,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4168,0.43694659081408727,1.0,1.0,1.0,0.3077671527862549,ok_foundation
controlled_500,all_origins,Toto,9,300,100,100,25,25,0.39,0.7719298245614035,0.6875,0.88,0.8291999999999999,0.7578342461512227,0.88,0.88,0.4,0.4097750186920166,ok_foundation
controlled_500,all_origins,Mantis,9,300,100,100,25,25,0.33,0.7567567567567568,0.6885245901639344,0.84,0.8280000000000001,0.87180325431928,0.92,0.76,0.38,0.10329818725585938,ok_foundation
controlled_500,synthetic_only,TimesNet-lite,9,225,75,100,25,25,0.29000000000000004,0.6722689075630253,0.5797101449275363,0.8,0.6096,0.6664197997280149,0.76,0.84,0.58,1.8470888137817383,ok_e2e
controlled_500,synthetic_only,InceptionTime-lite,9,225,75,100,25,25,0.43,0.6756756756756757,0.5102040816326531,1.0,0.5072,0.5104015240424147,1.0,1.0,0.96,1.526130199432373,ok_e2e
controlled_500,synthetic_only,PatchTST,9,225,75,100,25,25,0.16,0.7213114754098361,0.6111111111111112,0.88,0.7332,0.6963775969223797,0.84,0.92,0.56,4.382380723953247,ok_e2e
controlled_500,synthetic_only,MOMENT,9,225,75,100,25,25,0.01,0.6666666666666666,0.5,1.0,0.4184,0.43820124951804773,1.0,1.0,1.0,0.30841875076293945,ok_foundation
controlled_500,synthetic_only,Toto,9,225,75,100,25,25,0.51,0.5316455696202531,0.7241379310344828,0.42,0.6852,0.6941288385639226,0.16,0.68,0.16,0.49120211601257324,ok_foundation
controlled_500,synthetic_only,Mantis,9,225,75,100,25,25,0.53,0.6506024096385542,0.8181818181818182,0.54,0.7836,0.8205503542569831,0.4,0.68,0.12,0.17305302619934082,ok_foundation
balanced_detection,synthetic_only,TimesNet-lite,0,1417,346,494,66,181,0.35000000000000003,0.6622073578595318,0.5641025641025641,0.8016194331983806,0.6641479126030585,0.7132909973635844,0.6666666666666666,0.850828729281768,0.6194331983805668,6.117020845413208,ok_e2e
balanced_detection,synthetic_only,InceptionTime-lite,0,1417,346,494,66,181,0.43,0.6715758468335787,0.5277777777777778,0.9230769230769231,0.6105820452720091,0.6450505484566316,0.803030303030303,0.9668508287292817,0.8259109311740891,12.479102373123169,ok_e2e
balanced_detection,synthetic_only,PatchTST,0,1417,346,494,66,181,0.11,0.7051792828685259,0.6941176470588235,0.7165991902834008,0.7696077627890967,0.81455931063547,0.18181818181818182,0.9116022099447514,0.3157894736842105,19.92511796951294,ok_e2e
balanced_detection,synthetic_only,MOMENT,0,1417,346,494,66,181,0.01,0.6666666666666666,0.5,1.0,0.42247865069088164,0.43805572252832414,1.0,1.0,1.0,6.724549770355225,ok_foundation
balanced_detection,synthetic_only,Toto,0,1417,346,494,66,181,0.37,0.7667342799188641,0.7682926829268293,0.7651821862348178,0.8354505073022014,0.8585937719854376,0.30303030303030304,0.9337016574585635,0.23076923076923078,7.070204257965088,ok_foundation
balanced_detection,synthetic_only,Mantis,0,1417,346,494,66,181,0.41000000000000003,0.7972972972972973,0.8984771573604061,0.7165991902834008,0.896097297120097,0.9128698453879196,0.24242424242424243,0.8895027624309392,0.08097165991902834,2.0870840549468994,ok_foundation
balanced_detection,synthetic_only,TimesNet-lite,1,1417,346,494,66,181,0.36000000000000004,0.6622073578595318,0.5641025641025641,0.8016194331983806,0.6635414447048796,0.7068177846901201,0.6666666666666666,0.850828729281768,0.6194331983805668,11.030616760253906,ok_e2e
balanced_detection,synthetic_only,InceptionTime-lite,1,1417,346,494,66,181,0.28,0.6850828729281768,0.6283783783783784,0.7530364372469636,0.7265321509941156,0.7599172389234363,0.3333333333333333,0.9060773480662984,0.44534412955465585,30.314845323562622,ok_e2e
balanced_detection,synthetic_only,PatchTST,1,1417,346,494,66,181,0.15000000000000002,0.7272727272727273,0.7426160337552743,0.7125506072874493,0.7845563769279943,0.8216044504702612,0.21212121212121213,0.8950276243093923,0.24696356275303644,49.24164605140686,ok_e2e
balanced_detection,synthetic_only,MOMENT,1,1417,346,494,66,181,0.01,0.6666666666666666,0.5,1.0,0.44672917110590243,0.46649898877374696,1.0,1.0,1.0,14.02811312675476,ok_foundation
balanced_detection,synthetic_only,Toto,1,1417,346,494,66,181,0.4,0.7644628099173554,0.7805907172995781,0.7489878542510121,0.8343031356029438,0.8567832746520491,0.2727272727272727,0.9226519337016574,0.21052631578947367,19.68409299850464,ok_foundation
balanced_detection,synthetic_only,Mantis,1,1417,346,494,66,181,0.34,0.8076923076923077,0.8552036199095022,0.7651821862348178,0.8611516333655691,0.8960943019037231,0.2727272727272727,0.9447513812154696,0.12955465587044535,5.241357088088989,ok_foundation
balanced_detection,synthetic_only,TimesNet-lite,2,1417,346,494,66,181,0.4,0.6276803118908382,0.6052631578947368,0.6518218623481782,0.6647215984526873,0.7032228529641658,0.42424242424242425,0.7348066298342542,0.4251012145748988,28.822848081588745,ok_e2e
balanced_detection,synthetic_only,InceptionTime-lite,2,1417,346,494,66,181,0.32,0.6905187835420393,0.6185897435897436,0.7813765182186235,0.7304004327230409,0.7529378387598774,0.48484848484848486,0.8895027624309392,0.4817813765182186,62.47887635231018,ok_e2e
balanced_detection,synthetic_only,PatchTST,2,1417,346,494,66,181,0.16,0.7222222222222222,0.708171206225681,0.7368421052631579,0.774262813683227,0.8133678008497136,0.19696969696969696,0.9337016574585635,0.30364372469635625,42.85237717628479,ok_e2e
balanced_detection,synthetic_only,MOMENT,2,1417,346,494,66,181,0.01,0.6666666666666666,0.5,1.0,0.34926814076611645,0.41448804597583044,1.0,1.0,1.0,7.782588005065918,ok_foundation
