detector,fraction,n_injected_radio,seed,n_train,threshold,f1,auroc,real_recall_radio,synth_recall_non_radio,normal_fpr,fit_time_sec
XGB,0.1,21,2,868,0.86,0.850828729281768,0.979046520569012,0.42857142857142855,0.9253731343283582,0.0196078431372549,2.3423030376434326
XGB,0.1,21,3,868,0.05,0.9371980676328503,0.9844290657439446,0.8571428571428571,1.0,0.0784313725490196,2.3756189346313477
XGB,0.1,21,4,868,0.18000000000000002,0.91,0.973279507881584,0.6857142857142857,1.0,0.06862745098039216,2.373836040496826
XGB,0.1,21,5,868,0.060000000000000005,0.912621359223301,0.9819300269127259,0.7714285714285715,1.0,0.09803921568627451,2.4012410640716553
XGB,0.1,21,6,868,0.24000000000000002,0.9081632653061225,0.9781814686658977,0.6857142857142857,0.9701492537313433,0.049019607843137254,2.3640100955963135
XGB,0.1,21,7,868,0.5700000000000001,0.9072164948453608,0.9778931180315262,0.6571428571428571,0.9701492537313433,0.0392156862745098,2.3553988933563232
XGB,0.1,21,8,868,0.87,0.8695652173913043,0.9769319492502884,0.5428571428571428,0.9104477611940298,0.0196078431372549,2.370180130004883
XGB,0.1,21,9,868,0.4,0.9230769230769231,0.9801038062283737,0.6857142857142857,0.9850746268656716,0.029411764705882353,2.3745858669281006
XGB,0.25,52,0,896,0.35000000000000003,0.9353233830845771,0.986159169550173,0.8,0.9850746268656716,0.049019607843137254,2.5814621448516846
XGB,0.25,52,1,896,0.48000000000000004,0.9072164948453608,0.9849096501345637,0.6857142857142857,0.9552238805970149,0.0392156862745098,2.4702646732330322
XGB,0.25,52,2,896,0.03,0.9259259259259259,0.9877931564782776,0.9428571428571428,1.0,0.13725490196078433,2.584092140197754
XGB,0.25,52,3,896,0.2,0.937799043062201,0.9880815071126491,0.9142857142857143,0.9850746268656716,0.08823529411764706,2.9222140312194824
XGB,0.25,52,4,896,0.79,0.9072164948453608,0.9840445982314494,0.6857142857142857,0.9552238805970149,0.0392156862745098,2.552680015563965
XGB,0.25,52,5,896,0.31,0.9253731343283582,0.9838523644752019,0.7714285714285715,0.9850746268656716,0.058823529411764705,2.5478320121765137
XGB,0.25,52,6,896,0.7100000000000001,0.9081632653061225,0.9848135332564397,0.7142857142857143,0.9552238805970149,0.049019607843137254,2.4760420322418213
XGB,0.25,52,7,896,0.48000000000000004,0.9183673469387755,0.9876009227220299,0.7142857142857143,0.9701492537313433,0.0392156862745098,2.5290658473968506
XGB,0.25,52,8,896,0.09999999999999999,0.937799043062201,0.9860630526720493,0.8857142857142857,1.0,0.08823529411764706,2.5267751216888428
XGB,0.25,52,9,896,0.060000000000000005,0.9282296650717703,0.9812572087658592,0.8571428571428571,1.0,0.09803921568627451,2.5470728874206543
